Id,Movie,StudioDirty,Studio,Domestic Box Office,Opening Weekend Box Office,Max Theater Count
304,Ye Wen hui chuan: Zhang Tianzhi,WellGoUSA,Well Go USA,"$209,454 ","$92,663 ",61
305,Synonymes,KinoLorber,Kino Lorber,"$206,003 ","$17,891 ",13
306,The Iron Orchard,SantaRit…,Santa Rita Film Co,"$204,881 ","$45,863 ",76
307,Hesburgh,O’Malley…,O'Malley Creadon Productions,"$204,709 ","$17,009 ",70
308,Zhui Long 2: Zhui Ji Da Fu Hao,WellGoUSA,Well Go USA,"$196,634 ","$60,971 ",16
309,Family,FilmArcade,Film Arcade,"$196,322 ","$19,586 ",107
310,To Dust,GoodDeed…,Good Deed Entertainment,"$184,495 ","$8,496 ",23
311,Ponokku tanpen gekijô: Chiisa na eiyû—Kani to t…,GKIDS,GKIDS,"$178,027 ",$0 ,370
312,The Warrior Queen of Jhansi,Roadside…,Roadside Attractions,"$177,437 ","$112,356 ",277
313,India's Most Wanted,FIP,FIP,"$176,858 ","$98,322 ",110
314,"Iyengar: The Man,Yoga,  The Student's Journey",KinoLorber,Kino Lorber,"$176,387 ","$9,248 ",25
315,Vuelven,Variance…,Variance Films,"$175,559 ","$30,710 ",19
316,Frankie,SonyPict…,Sony Pictures,"$167,169 ","$19,435 ",117
317,Nappeun Nyeoseokdeul: Deo Moobi,CJEntert…,CJ Entertainment,"$166,971 ","$28,836 ",11
318,Napszállta,SonyPict…,Sony Pictures,"$164,717 ","$13,846 ",37
319,Varda by Agnes,JanusFilms,Janus Films,"$160,765 ","$12,390 ",10
320,Them That Follow,1091Media,1091 Media,"$159,218 ","$13,137 ",195
321,Don,CJEntert…,CJ Entertainment,"$155,732 ",$0 ,11
322,Halston,1091Media,1091 Media,"$151,991 ","$11,643 ",30
323,Peterloo,AmazonSt…,Amazon Studios,"$151,971 ","$21,577 ",92
324,Jay Myself,Oscillosc…,Oscilloscope Pictures,"$151,331 ","$18,909 ",17
325,Before You Know It,1091Media,1091 Media,"$151,307 ","$23,086 ",31
326,The River and the Wall,Gravitas…,Gravitas Venture,"$150,816 ","$57,504 ",57
327,Chui Shao Ren,CMCPictures,CMC Pictures,"$150,481 ","$150,481 ",130
328,Little Woods,Neon,Neon,"$150,010 ","$57,610 ",33
329,Hampstead,IFCFilms,IFC Films,"$148,636 ","$17,141 ",18
330,Trial by Fire,Roadside…,Roadside Attractions,"$148,504 ","$78,817 ",109
331,Dogman,Magnolia…,Magnolia Pictures,"$148,225 ","$13,013 ",12
332,A Vida Invisível,AmazonSt…,Amazon Studios,"$146,535 ","$8,127 ",18
333,Framing John DeLorean,Sundance…,Sundance Selects,"$145,626 ","$6,991 ",28
334,Who Will Write Our History,Abramoram…,Abramorama Films,"$138,039 ","$13,390 ",6
335,Rafiki,FilmMove…,Film Movement,"$137,968 ","$16,016 ",17
336,The Other Story,Strand,Strand,"$134,962 ","$14,163 ",11
337,Waka Okami wa Shogakusei!,GKIDS,GKIDS,"$134,787 ",$763 ,465
338,Palau the Movie,Trafalgar…,Trafalgar Releasing,"$134,696 ","$64,346 ",135
339,"""Branagh Theatre Live: The Winters Tale""",Trafalgar…,Trafalgar Releasing,"$132,666 ","$34,380 ",92
340,Xiao zhu pei qi guo da nian,STXEnter…,STX Entertainment,"$131,225 ","$66,913 ",67
341,Mister America,Magnolia…,Magnolia Pictures,"$130,897 ","$10,090 ",125
342,The Zoya Factor,FIP,FIP,"$128,831 ","$79,517 ",100
343,Mary Magdalene,IFCFilms,IFC Films,"$124,958 ","$46,646 ",62
344,The Kingmaker,Greenwich,Greenwich,"$122,587 ","$19,523 ",18
345,A Tuba to Cuba,BlueFox…,Blue Fox Entertainment,"$121,772 ","$11,269 ",16
346,Free Trip to Egypt,TheOrchard,The Orchard,"$120,780 ","$1,718 ",5
347,Citizen K,Greenwich,Greenwich,"$119,466 ","$10,571 ",15
348,"Ruben Brandt, a gyujto",SonyPict…,Sony Pictures,"$117,963 ","$7,403 ",43
349,Be Natural: The Untold Story Of Alice Guy-Blaché,Zeitgeist,Zeitgeist,"$115,705 ","$3,237 ",23
350,The Woman Who Loves Giraffes,Zeitgeist,Zeitgeist,"$113,858 ","$2,767 ",22
351,Ging chaat goo si/Ging chaat goo si juk jaap,JanusFilms,Janus Films,"$113,224 ","$25,591 ",7
352,Babylon,SelfDist…,Self Distributed,"$109,749 ","$21,214 ",9
353,The Brink,Magnolia…,Magnolia Pictures,"$106,059 ","$18,063 ",30
354,Cold Case Hammarskjold,Magnolia…,Magnolia Pictures,"$104,965 ","$18,285 ",15
355,Girl Cops,CJEntert…,CJ Entertainment,"$103,935 ","$15,073 ",9
356,Saja,WellGoUSA,Well Go USA,"$102,982 ","$43,863 ",23
357,Yun Nan Chong Gu Yunnan Valley,WellGoUSA,Well Go USA,"$101,516 ","$50,583 ",17
358,The Reports on Sarah and Saleem,DadaFilms,Dada Films,"$99,958 ",$0 ,8
359,Walking on Water,KinoLorber,Kino Lorber,"$98,358 ","$10,654 ",9
360,tajja: won aidey jaek,WellGoUSA,Well Go USA,"$97,655 ","$41,139 ",22
361,Rojo,DistribF…,Distrib Films,"$94,757 ","$12,479 ",7
362,Le Livre D'Image,KinoLorber,Kino Lorber,"$93,950 ","$13,854 ",12
363,Xia Yi Ren: Qian Ren,ChinaLio…,China Lion Film Distribution,"$91,884 ","$46,720 ",14
364,Loopers: The Caddie's Long Walk,Gravitas…,Gravitas Venture,"$90,679 ","$28,253 ",68
365,Shou Yi Ren,CMCPictures,CMC Pictures,"$90,545 ","$36,787 ",29
366,The Lumber Baron,IndicanP…,Indican Pictures,"$87,881 ","$26,180 ",11
367,La Camarista,KinoLorber,Kino Lorber,"$86,961 ","$28,490 ",5
368,ECCO,Citadel,Citadel,"$86,858 ","$48,205 ",155
369,Sonchiriya,PackYourB…,PackYourBag Films,"$86,765 ","$60,170 ",70
370,Ramen Teh,Strand,Strand,"$86,060 ","$5,303 ",10
371,The Third Wife,FilmMove…,Film Movement,"$84,933 ","$3,339 ",8
372,Papi Chulo,BlueFox…,Blue Fox Entertainment,"$84,703 ","$7,257 ",16
373,Woodstock: Three Days That Defined a Generation,SelfDist…,Self Distributed,"$84,440 ","$9,992 ",11
374,High Strung: Free Dance,GVNRelea…,GVN Releasing,"$83,891 ","$54,601 ",106
375,Ms. Purple,Oscillosc…,Oscilloscope Pictures,"$80,657 ","$15,734 ",24
376,Mayday Life,ChinaLio…,China Lion Film Distribution,"$78,966 ","$47,769 ",8
377,Las Herederas,DistribF…,Distrib Films,"$78,473 ","$11,304 ",12
378,"""Lhomme fidèle""",KinoLorber,Kino Lorber,"$77,776 ","$7,321 ",6
379,Fast Color,Lionsgate,Lionsgate,"$76,916 ","$37,594 ",25
380,Triple Threat,WellGoUSA,Well Go USA,"$76,289 ","$5,936 ",12
381,Xue Bao,WellGoUSA,Well Go USA,"$74,491 ","$36,590 ",19
382,Edie,MusicBox…,Music Box Films,"$71,790 ","$8,801 ",11
383,Storm Boy,GoodDeed…,Good Deed Entertainment,"$71,760 ","$46,676 ",56
384,Se Rokh,KinoLorber,Kino Lorber,"$71,613 ","$7,065 ",7
385,Cliffs of Freedom,RoundHil…,Round Hill Media,"$71,609 ",$0 ,2
386,Jangsa-ri 9.15,WellGoUSA,Well Go USA,"$71,146 ","$8,552 ",20
387,Styx,FilmMove…,Film Movement,"$70,794 ","$3,420 ",17
388,Diamantino,KinoLorber,Kino Lorber,"$70,088 ","$6,412 ",5
389,Shinui Han Soo: Gwisoopyeon,CJEntert…,CJ Entertainment,"$67,578 ","$12,269 ",10
390,Being Frank,FilmArcade,Film Arcade,"$67,343 ","$16,392 ",13
391,Grâce à dieu,MusicBox…,Music Box Films,"$67,059 ","$7,765 ",11
392,Isha Ovedet,Zeitgeist,Zeitgeist,"$64,764 ","$3,875 ",7
393,The Cave,National…,National Geographic Entertainment,"$62,625 ","$21,185 ",10
394,Vita & Virginia,MongrelM…,Mongrel Media,"$62,350 ","$4,821 ",32
395,The Mountain,KinoLorber,Kino Lorber,"$61,035 ","$16,928 ",15
396,Sauvage,Strand,Strand,"$60,568 ","$7,440 ",7
397,Mickey and the Bear,SelfDist…,Self Distributed,"$57,716 ","$9,375 ",22
398,Greener Grass,IFCFilms,IFC Films,"$57,384 ","$9,804 ",36
399,Recorder: The Marion Stokes Project,Zeitgeist,Zeitgeist,"$55,632 ","$12,140 ",5
400,Making Waves: The Art of Cinematic Sound,Matson,Matson,"$53,144 ","$12,348 ",11
401,Kamera o tomeru na!,Shudder,Shudder,"$52,406 ","$6,360 ",7
402,American Dharma,Utopia,Utopia,"$51,891 ","$7,287 ",11
403,Fin de siglo,CinemaGuild,Cinema Guild,"$51,212 ","$10,398 ",6
404,Charlie Says,IFCFilms,IFC Films,"$51,044 ","$20,684 ",38
405,Ophelia,IFCFilms,IFC Films,"$50,722 ","$22,145 ",58
406,Clinton Road,Nocturnal…,Nocturnal Features,"$50,400 ","$38,880 ",10
407,"Love, Antosha",LurkerFilms,Lurker Films,"$50,168 ","$7,150 ",10
408,The Bounty Killer,IndicanP…,Indican Pictures,"$48,815 ","$20,805 ",15
409,Under The Silver Lake,A24,A24,"$46,083 ","$35,270 ",2
410,High on the Hog,IndicanP…,Indican Pictures,"$45,599 ","$15,125 ",6
411,The Proposal,Oscillosc…,Oscilloscope Pictures,"$45,149 ","$10,449 ",7
412,What is Democracy,Zeitgeist,Zeitgeist,"$44,502 ","$6,284 ",6
413,Carmine Street Guitars,Abramoram…,Abramorama Films,"$44,253 ","$6,090 ",5
414,For Sama,PBSDistr…,PBS Distribution,"$43,796 ","$9,350 ",6
415,Hua Jiao Zhi Wei,ChinaLio…,China Lion Film Distribution,"$43,262 ","$25,206 ",13
416,Immortal Hero,Freestyle…,Freestyle Releasing,"$43,059 ","$20,629 ",12
417,Midnight Family,1091Media,1091 Media,"$42,310 ","$3,030 ",13
418,Midnight Traveler,Oscillosc…,Oscilloscope Pictures,"$41,265 ","$3,549 ",7
419,"Phoenix, Oregon",JomaFilms,Joma Films,"$41,111 ","$1,350 ",33
420,Aniara,Magnolia…,Magnolia Pictures,"$40,124 ","$19,297 ",19
421,Saint Judy,BlueFox…,Blue Fox Entertainment,"$39,275 ","$39,275 ",55
422,Zilla and Zoe,IndicanP…,Indican Pictures,"$39,003 ","$11,392 ",5
423,Shed of the Dead,IndicanP…,Indican Pictures,"$38,699 ","$18,960 ",10
424,Britt-Marie var har,CohenMed…,Cohen Media,"$37,127 ","$4,090 ",11
425,The Quiet One,IFCFilms,IFC Films,"$37,012 ","$7,695 ",13
426,Le Semeur,FilmMove…,Film Movement,"$36,233 ","$4,128 ",5
427,Bunuel En El Laberinto De Las Tortugas,GKIDS,GKIDS,"$36,205 ","$5,691 ",10
428,Yardie,RialtoPi…,Rialto Pictures,"$35,632 ","$22,056 ",77
429,Loro 1,IFCFilms,IFC Films,"$35,613 ","$5,317 ",11
430,Ága,BigWorld…,Big World Pictures,"$35,179 ","$2,553 ",3
431,Bai She: Yuan Qi,GKIDS,GKIDS,"$34,730 ","$2,791 ",21
432,Ballon,DistribF…,Distrib Films,"$34,222 ",$0 ,5
433,Killer Unicorn,IndicanP…,Indican Pictures,"$33,901 ","$15,515 ",5
434,The Death of Dick Long,A24,A24,"$33,856 ","$23,630 ",30
435,Moonlight Sonata: Deafness in Three Movements,Abramoram…,Abramorama Films,"$33,841 ","$5,424 ",4
436,Ahlat Agaci,CinemaGuild,Cinema Guild,"$33,326 ","$4,923 ",5
437,Redoubt,Grasshopp…,Grasshopper Film,"$33,155 ","$5,253 ",3
438,An Acceptable Loss,IFCFilms,IFC Films,"$32,452 ","$3,447 ",25
439,10E,in8Relea…,in8 Releasing,"$32,413 ","$28,863 ",2
440,Desolation Center,SelfDist…,Self Distributed,"$32,016 ","$4,938 ",11
441,Un couteau dans le coeur,AlteredI…,Altered Innocence,"$31,969 ","$4,728 ",6
442,Gift,Matson,Matson,"$31,588 ","$4,255 ",13
443,Memory: The Origins of Alien,ScreenMe…,Screen Media Films,"$31,378 ",$0 ,19
444,Pasolini,KinoLorber,Kino Lorber,"$30,757 ","$8,362 ",3
445,"Plaire, aimer et courir vite",Strand,Strand,"$30,584 ","$7,954 ",4
446,Der Boden unter den Fuuen,Strand,Strand,"$29,171 ","$3,295 ",4
447,The Wind,IFCMidnight,IFC Midnight,"$28,611 ","$14,138 ",30
448,In den Gangen,MusicBox…,Music Box Films,"$28,394 ",$922 ,6
449,Gangbyeonhotel,CinemaGuild,Cinema Guild,"$27,832 ","$5,534 ",4
450,"Leaving Home, Coming Home: A Portrait of Robert…",Greenwich,Greenwich,"$27,073 ","$4,248 ",3
451,The Day Shall Come,IFCFilms,IFC Films,"$26,972 ","$14,854 ",30
452,Wrestle,Oscillosc…,Oscilloscope Pictures,"$26,597 ","$6,027 ",6
453,Donnybrook,IFCFilms,IFC Films,"$26,284 ","$9,802 ",80
454,Storia di B. -La scomparsa di mia madre,KinoLorber,Kino Lorber,"$24,951 ","$3,117 ",3
455,Light From Light,Grasshopp…,Grasshopper Film,"$24,808 ","$4,719 ",5
456,Chasing Einstein,AtlasDis…,Atlas Distribution,"$24,117 ","$9,708 ",4
457,Temblores,FilmMove…,Film Movement,"$23,911 ","$6,904 ",6
458,Little Joe,Magnolia…,Magnolia Pictures,"$23,862 ","$10,626 ",12
459,La paranza dei bambini,MusicBox…,Music Box Films,"$23,494 ","$2,898 ",10
460,Célébration,KimStim,Kim Stim,"$22,557 ","$7,904 ",1
461,The Witches of Dumpling Farm,Nocturnal…,Nocturnal Features,"$21,600 ","$21,600 ",10
462,The Hole in the Ground,A24,A24,"$21,072 ",$0 ,24
463,The Gospel of Eureka,KinoLorber,Kino Lorber,"$20,873 ","$3,517 ",3
464,The All Americans,Abramoram…,Abramorama Films,"$20,322 ","$7,805 ",5
465,The Sound of Silence,IFCFilms,IFC Films,"$20,171 ","$5,449 ",31
466,Prassthanam,PackYourB…,PackYourBag Films,"$19,984 ","$12,737 ",32
467,Out of Blue,IFCFilms,IFC Films,"$18,779 ","$12,305 ",35
468,Scandalous: The Untold Story of the National En…,Magnolia…,Magnolia Pictures,"$18,759 ","$10,837 ",13
469,Sheng Ye Shi Tang,WellGoUSA,Well Go USA,"$18,555 ","$10,861 ",13
470,Chained for Life,KinoLorber,Kino Lorber,"$17,370 ","$7,415 ",3
471,Ode to Joy,IFCFilms,IFC Films,"$17,303 ","$3,568 ",16
472,Joseph Pulitzer: Voice of the People,FirstRun…,First Run Features,"$16,971 ","$5,686 ",5
473,Three Peaks,Greenwich,Greenwich,"$16,216 ","$1,419 ",7
474,Virginia Minnesota,IndicanP…,Indican Pictures,"$16,118 ","$5,806 ",2
475,Piercing,Greenwich,Greenwich,"$15,856 ","$8,752 ",18
476,Starfish,SelfDist…,Self Distributed,"$15,850 ",$0 ,6
477,Stuffed,MusicBox…,Music Box Films,"$15,532 ","$1,602 ",3
478,Funan,GKIDS,GKIDS,"$15,152 ","$1,871 ",5
479,Wrinkles the Clown,Magnolia…,Magnolia Pictures,"$14,938 ","$8,248 ",21
480,ZZ Top: That Little Ol' Band From Texas,Abramoram…,Abramorama Films,"$14,879 ",$0 ,8
481,Nuestro tiempo,Monument…,Monument Releasing,"$14,777 ","$3,000 ",4
482,Giant Little Ones,Vertical…,Vertical Entertainment,"$14,500 ","$13,500 ",11
483,Combat Obscura,Oscillosc…,Oscilloscope Pictures,"$14,242 ","$10,112 ",11
484,Screwball,Greenwich,Greenwich,"$13,967 ","$8,595 ",13
485,Touch Me Not,KinoLorber,Kino Lorber,"$13,782 ","$7,903 ",1
486,This One's For The Ladies,SuperLTD,Super LTD,"$13,688 ","$13,688 ",1
487,Rapid Response,AtlasDis…,Atlas Distribution,"$13,262 ","$4,497 ",11
488,Hagazussa,Doppelgan…,Doppelganger Releasing,"$13,253 ","$6,041 ",11
489,Off Season,IndicanP…,Indican Pictures,"$12,544 ","$2,536 ",2
490,Sympathie pour le diable,Entertain…,Entertainment One,"$12,144 ","$12,144 ",6
491,Zen for Nothing,Zeitgeist,Zeitgeist,"$12,107 ","$1,268 ",4
492,Imprisoned,CinemaLibre,Cinema Libre,"$12,049 ","$4,381 ",2
493,Cassandro the Exotico,FilmMove…,Film Movement,"$11,897 ","$5,686 ",4
494,Hollywould,IndicanP…,Indican Pictures,"$11,888 ","$5,290 ",2
495,Yomeddine,Strand,Strand,"$11,308 ","$4,013 ",4
496,Îmi este indiferent daca în istorie vom intra c…,BigWorld…,Big World Pictures,"$11,307 ","$2,083 ",2
497,Made Me Do It,IndicanP…,Indican Pictures,"$11,151 ","$3,842 ",2
498,Ferrante Fever,Greenwich,Greenwich,"$11,137 ","$3,509 ",3
499,If the Dancer Dances,Monument…,Monument Releasing,"$10,912 ","$5,000 ",6
500,Vision Portraits,SelfDist…,Self Distributed,"$10,771 ",$0 ,3
501,Prescience,IndicanP…,Indican Pictures,"$10,606 ","$3,407 ",3
502,I'll Take Your Dead,Breakthro…,Breakthrough Entertainment,"$10,523 ","$1,963 ",6
503,Jiao Qu De Niao,CinemaGuild,Cinema Guild,"$10,364 ","$3,207 ",3
504,The Eyes of Orson Welles,JanusFilms,Janus Films,"$10,252 ","$2,372 ",2
505,Shooting the Mafia,CohenMed…,Cohen Media,"$9,988 ","$3,251 ",3
506,Fritz Lang's Indian Epic,FilmMove…,Film Movement,"$9,345 ","$4,401 ",1
507,When Lambs Become Lions,Oscillosc…,Oscilloscope Pictures,"$9,337 ","$3,155 ",2
508,The Aspern Papers,CohenMed…,Cohen Media,"$9,277 ","$9,277 ",10
509,Cracked Up,Abramoram…,Abramorama Films,"$9,197 ","$5,310 ",1
510,"Frantz Fanon: Black Skin, White Mask",FilmMove…,Film Movement,"$9,025 ","$3,278 ",1
511,Pulipdeul,CinemaGuild,Cinema Guild,"$8,969 ","$2,774 ",2
512,That Part Feeling—The Universe of Arvo Part,FilmMove…,Film Movement,"$8,818 ",$0 ,3
513,The Dead Center,ArrowRel…,Arrow Releasing,"$8,320 ","$5,325 ",10
514,Ce magnifique gâteau!,GKIDS,GKIDS,"$7,888 ",$991 ,2
515,Ghost Fleet,Abramoram…,Abramorama Films,"$7,850 ",$0 ,7
516,Les Filles du Soleil,CohenMed…,Cohen Media,"$7,801 ","$7,801 ",8
517,Beloved Beast,IndicanP…,Indican Pictures,"$7,301 ","$3,894 ",3
518,Mon garçon,CohenMed…,Cohen Media,"$6,984 ","$4,484 ",4
519,Rosie,BlueFox…,Blue Fox Entertainment,"$6,839 ","$2,942 ",2
520,Genèse,FilmMove…,Film Movement,"$6,784 ","$2,585 ",2
521,Wo Bi Shi Yao Shen,ChinaLio…,China Lion Film Distribution,"$6,752 ","$3,238 ",2
522,Spiral Farm,IndicanP…,Indican Pictures,"$6,517 ","$5,475 ",3
523,Under the Eiffel Tower,TheOrchard,The Orchard,"$6,291 ","$3,957 ",11
524,To Be of Service,FirstRun…,First Run Features,"$6,173 ","$1,904 ",1
525,Relaxer,Oscillosc…,Oscilloscope Pictures,"$6,133 ",$0 ,5
526,Der Goldene Handschuh,Strand,Strand,"$5,963 ","$2,300 ",5
527,Het Wonder van Le Petit Prince,FilmMove…,Film Movement,"$5,553 ","$2,643 ",1
528,Figlia mia,Strand,Strand,"$5,447 ","$5,447 ",2
529,The Gliksmans,IndicanP…,Indican Pictures,"$5,166 ","$2,922 ",3
530,100 Acres of Hell,IndicanP…,Indican Pictures,"$5,152 ",$997 ,1
531,Body at Brighton Rock,Magnolia…,Magnolia Pictures,"$5,123 ","$1,732 ",9
532,Crepitus,IndicanP…,Indican Pictures,"$4,846 ","$1,790 ",2
533,Ballet Blanc,IndicanP…,Indican Pictures,"$4,832 ","$1,894 ",2
534,What You Gonna Do When The World's On Fire,KimStim,Kim Stim,"$4,672 ",$0 ,1
535,Slaughterhouse Rulez,SonyPict…,Sony Pictures,"$4,665 ","$2,145 ",10
536,En guerre,CinemaLibre,Cinema Libre,"$4,605 ","$1,405 ",1
537,I'm Leaving Now,CinemaGuild,Cinema Guild,"$4,443 ","$1,255 ",2
538,Tito e os Pássaros,Shout!Fa…,Shout! Factory,"$4,332 ",$0 ,11
539,Ying chun ge zhi Fengbo,FilmMove…,Film Movement,"$4,295 ","$1,648 ",3
540,State Like Sleep,TheOrchard,The Orchard,"$4,282 ","$2,813 ",10
541,Chinese Portrait,CinemaGuild,Cinema Guild,"$4,140 ",$546 ,2
542,Mother of a Day,Sumbadhat…,Sumbadhat Productions,"$3,919 ","$2,672 ",1
543,Crown Vic,ScreenMe…,Screen Media Films,"$3,868 ","$2,468 ",1
544,La Telenovela Errante,CinemaGuild,Cinema Guild,"$3,542 ",$512 ,2
545,Another Day of Life,GKIDS,GKIDS,"$3,190 ","$1,691 ",1
546,Chasing Portraits,FirstRun…,First Run Features,"$3,076 ",$0 ,1
547,Back to the Fatherland,FirstRun…,First Run Features,"$2,697 ","$1,312 ",1
548,TINY: The Life of Erin Blackwell,JanusFilms,Janus Films,"$2,465 ","$1,631 ",1
549,Une jeunesse allemande,BigWorld…,Big World Pictures,"$2,343 ",$416 ,1
550,Serendipity,CohenMed…,Cohen Media,"$2,213 ",$0 ,2
551,Der Mann aus dem Eis,FilmMove…,Film Movement,"$2,138 ","$1,372 ",7
552,Salafists,CinemaLibre,Cinema Libre,"$1,939 ",$824 ,1
553,Pupille,DistribF…,Distrib Films,"$1,737 ","$1,737 ",1
554,Xiao Q,WellGoUSA,Well Go USA,"$1,652 ","$1,652 ",1
555,The Killing Floor,FilmMove…,Film Movement,"$1,583 ","$1,583 ",1
556,The Hours and Times,Oscillosc…,Oscilloscope Pictures,"$1,273 ","$1,273 ",1
557,A Fish in the Bathtub,CohenMed…,Cohen Media,"$1,237 ","$1,237 ",3
