Id,Movie,Studio Dirty,Studio,Domestic Box Office,Opening Weekend Box Office,Max Theater Count
300,Christine,TheOrchard,The Orchard,"$298,525 ","$11,710 ",57
301,Avril et le monde truque,GKIDS,GKIDS,"$295,488 ","$11,413 ",35
302,Ixcanul,KinoLorber,Kino Lorber,"$295,157 ","$5,980 ",18
303,Der Staat gegen Fritz Bauer,CohenMed…,Cohen Media,"$288,434 ","$33,781 ",35
304,Aquarius,Vitagraph…,Vitagraph Films,"$285,930 ","$29,129 ",31
305,Final Fantasy XV: Kingsglaive,Stage6F…,Stage 6 Films,"$269,980 ","$119,801 ",26
306,Trois souvenirs de ma jeunesse,Magnolia…,Magnolia Pictures,"$269,144 ","$26,847 ",32
307,The Family Fang,StarzMedia,Starz Media,"$262,921 ","$14,506 ",52
308,Mimimalism: A Documentary About the Important T…,Asymmetrical,Asymmetrical,"$261,865 ",$0 ,80
309,"Life, Animated",TheOrchard,The Orchard,"$254,738 ","$21,883 ",60
310,Dheepan,Sundance…,Sundance Selects,"$248,795 ","$20,249 ",26
311,Oasis: Supersonic,A24,A24,"$242,867 ","$16,880 ",106
312,The Invitation,Drafthous…,Drafthouse Films,"$231,738 ","$67,877 ",31
313,Jimmy Vestvood: Amerikan Hero,A24,A24,"$230,069 ","$60,860 ",6
314,The Love Witch,Oscillosc…,Oscilloscope Pictures,"$228,894 ",$0 ,22
315,Tanpopo,JanusFilms,Janus Films,"$224,097 ","$16,410 ",11
316,Sarusuberi: Miss Hokusai,GKIDS,GKIDS,"$222,670 ","$24,524 ",84
317,Spirit of the Game,PureFlix…,Pure Flix Entertainment,"$222,565 ","$45,580 ",27
318,Naam Hai Akira,FIP,FIP,"$219,401 ","$136,644 ",71
319,Ho Mann Jahaan,ErosEnte…,Eros Entertainment,"$208,611 ",$0 ,23
320,Southbound,TheOrchard,The Orchard,"$205,048 ","$6,250 ",25
321,Kaptaan,UTVCommu…,UTV Communications,"$203,790 ","$109,993 ",29
322,El Clan,20thCent…,20th Century,"$201,227 ","$12,519 ",19
323,White Girl,FilmRise,Film Rise,"$200,242 ","$34,058 ",16
324,Complete Unknown,IFCFilms,IFC Films,"$187,145 ","$14,149 ",63
325,The Masked Saint,Freestyle…,Freestyle Releasing,"$182,695 ","$123,839 ",482
326,Viva,Magnolia…,Magnolia Pictures,"$178,008 ","$48,995 ",17
327,Bølgen,Magnolia…,Magnolia Pictures,"$177,404 ","$60,321 ",37
328,Asura : The City of Madness,CJEntert…,CJ Entertainment,"$174,501 ","$21,253 ",28
329,"Jheronimus Bosch, Touched by the Devil",KinoLorber,Kino Lorber,"$172,533 ","$12,064 ",9
330,The Fits,Oscillosc…,Oscilloscope Pictures,"$166,425 ","$10,602 ",20
331,De Palma,A24,A24,"$165,237 ","$30,355 ",19
332,Louder Than Bombs,TheOrchard,The Orchard,"$163,808 ","$24,259 ",40
333,Sunset Song,Magnolia…,Magnolia Pictures,"$159,714 ","$12,995 ",19
334,The Witness,FilmRise,Film Rise,"$159,305 ","$14,523 ",15
335,Eva Hesse,Zeitgeist,Zeitgeist,"$157,481 ","$12,780 ",7
336,Generation Found,GathrFilms,Gathr Films,"$151,751 ",$0 ,22
337,Kicks,FocusWorld,Focus World,"$150,191 ","$32,111 ",65
338,Les Saisons,MusicBox…,Music Box Films,"$150,092 ",$0 ,22
339,Hrutar,CohenMed…,Cohen Media,"$149,250 ","$13,289 ",10
340,Michael Moore in TrumpLand,SelfDist…,Self Distributed,"$149,090 ","$50,200 ",51
341,Touched With Fire,Roadside…,Roadside Attractions,"$146,487 ","$16,816 ",67
342,Seed: The Untold Story,Collectiv…,Collective Eye,"$145,443 ",$0 ,35
343,Krisha,A24,A24,"$144,822 ","$10,250 ",26
344,Feng Shen Bang,SonyPict…,Sony Pictures,"$143,430 ","$84,779 ",54
345,The Kind Words,Strand,Strand,"$135,382 ","$8,571 ",8
346,Tumbledown,StarzDig…,Starz Digital Media,"$135,026 ","$7,331 ",55
347,Ism,Cinegalaxy,Cinegalaxy,"$134,166 ",$0 ,79
348,Requiem for the American Dream,Gravitas…,Gravitas Venture,"$130,152 ",$0 ,14
349,Le tout nouveau testament,MusicBox…,Music Box Films,"$127,910 ","$10,422 ",17
350,Campanadas a medianoche,JanusFilms,Janus Films,"$126,724 ","$18,958 ",4
351,An,KinoLorber,Kino Lorber,"$124,800 ","$4,630 ",9
352,Gwi-Hyang,PanMedia…,Pan Media & Entertainment,"$123,704 ",$0 ,5
353,Krigen,Magnolia…,Magnolia Pictures,"$122,902 ","$9,095 ",30
354,Fuocoammare,KinoLorber,Kino Lorber,"$120,933 ","$11,906 ",7
355,Miss Sharon Jones,StarzMedia,Starz Media,"$120,880 ","$10,323 ",12
356,Hockney,FilmMove…,Film Movement,"$120,745 ","$13,683 ",10
357,Three,WellGoUSA,Well Go USA,"$119,550 ","$58,196 ",23
358,Remember the Goal,Five&Tw…,Five & Two Pictures,"$118,467 ","$70,136 ",77
359,Caged No More,Freestyle…,Freestyle Releasing,"$114,959 ","$69,372 ",116
360,La loi du marche,KinoLorber,Kino Lorber,"$112,391 ","$10,011 ",6
361,Zero Days,Magnolia…,Magnolia Pictures,"$109,649 ","$49,110 ",20
362,Aferim!,BigWorld…,Big World Pictures,"$108,110 ","$15,892 ",8
363,Against the Wild: Survive the Serengeti,AnchorBa…,Anchor Bay Entertainment,"$107,953 ",$0 ,0
364,Best Worst Thing That Ever Could Have Happened,Abramoram…,Abramorama Films,"$106,986 ","$23,490 ",7
365,Por Siempre,CanZionF…,CanZion Films,"$106,833 ","$12,445 ",12
366,Demon,TheOrchard,The Orchard,"$104,039 ","$13,023 ",24
367,Puerto Ricans in Paris,FocusWorld,Focus World,"$102,890 ","$90,884 ",41
368,Victor,CanZionF…,CanZion Films,"$102,384 ","$38,594 ",12
369,Il racconto dei racconti,IFCFilms,IFC Films,"$102,186 ","$8,871 ",15
370,Cameraperson,JanusFilms,Janus Films,"$102,033 ","$12,760 ",10
371,Tower,KinoLorber,Kino Lorber,"$101,987 ","$8,542 ",13
372,Un tango mas,Strand,Strand,"$100,086 ","$6,550 ",6
373,V paprscích slunce,IcarusFilms,Icarus Films,"$99,436 ","$15,454 ",6
374,Rock On 2,ErosEnte…,Eros Entertainment,"$98,868 ",$0 ,97
375,Seondal: The Man who Sells the River,CJEntert…,CJ Entertainment,"$97,223 ","$36,415 ",7
376,So Young 2: Never Gone,ChinaLio…,China Lion Film Distribution,"$96,421 ",$0 ,21
377,New York New York,ChinaLio…,China Lion Film Distribution,"$92,377 ","$42,239 ",16
378,Other People,SelfDist…,Self Distributed,"$91,441 ","$36,997 ",12
379,Morris from America,A24,A24,"$91,151 ","$15,673 ",20
380,Chaharshanbe-soori,Grasshopp…,Grasshopper Film,"$90,519 ",$0 ,5
381,No One's Life Is Easy: So I Married an Anti-Fan,ChinaLio…,China Lion Film Distribution,"$89,408 ",$0 ,22
382,"My Love, Dont Cross That River",FilmMove…,Film Movement,"$88,018 ","$6,340 ",8
383,Umi ga kikoeru,GKIDS,GKIDS,"$87,737 ","$4,942 ",17
384,Sufat Chol,KinoLorber,Kino Lorber,"$86,800 ","$6,849 ",6
385,Author: The JT LeRoy Story,Magnolia…,Magnolia Pictures,"$85,999 ","$23,413 ",27
386,Los sures,Oscillosc…,Oscilloscope Pictures,"$83,992 ","$26,088 ",2
387,Shan he gu ren,KinoLorber,Kino Lorber,"$82,913 ","$5,550 ",12
388,Cock and Bull,ChinaLio…,China Lion Film Distribution,"$82,778 ","$33,231 ",12
389,A Street Cat Named Bob,Cleopatra…,Cleopatra Films,"$82,703 ","$35,070 ",25
390,Vita Activa: The Spirit of Hannah Arendt,Zeitgeist,Zeitgeist,"$82,143 ","$13,244 ",4
391,For the Love of Spock,Gravitas…,Gravitas Venture,"$80,141 ",$0 ,8
392,Chongtian Huo,WellGoUSA,Well Go USA,"$78,377 ","$39,589 ",21
393,Colliding Dreams,Internati…,International Film Circuit,"$78,288 ","$16,438 ",14
394,My Best Friend's Wedding,SonyPict…,Sony Pictures,"$77,043 ","$39,984 ",37
395,Saala Khadoos,UTVCommu…,UTV Communications,"$76,931 ","$76,931 ",70
396,Don't Blink: Robert Frank,Grasshopp…,Grasshopper Film,"$76,134 ","$10,382 ",4
397,Sword Master,WellGoUSA,Well Go USA,"$75,526 ","$40,113 ",29
398,King Cobra,IFCMidnight,IFC Midnight,"$74,712 ","$11,624 ",17
399,Les Cowboys,CohenMed…,Cohen Media,"$73,725 ","$14,283 ",12
400,Do Not Resist,VanishFilms,Vanish Films,"$72,791 ","$7,150 ",8
401,Raiders! The Story of the Greatest Fan Film Eve…,Drafthous…,Drafthouse Films,"$71,916 ","$26,059 ",27
402,The Congressman,Shadow,Shadow,"$71,451 ",$0 ,13
403,Norman Lear: Just Another Version of You,MusicBox…,Music Box Films,"$70,950 ","$16,912 ",6
404,Tamjung Hong Gil-dong: Sarajin Ma-eul,CJEntert…,CJ Entertainment,"$67,054 ","$7,804 ",15
405,Max Rose,Paladin,Paladin,"$66,880 ","$4,000 ",42
406,Em La Ba Noi Cua Anh,CJEntert…,CJ Entertainment,"$65,718 ","$24,715 ",6
407,Microbe et Gasoil,ScreenMe…,Screen Media Films,"$63,802 ","$11,882 ",9
408,Trapped,Abramoram…,Abramorama Films,"$63,240 ","$17,626 ",8
409,El Rey Del Once,KinoLorber,Kino Lorber,"$63,201 ",$0 ,4
410,Creative Control,Magnolia…,Magnolia Pictures,"$63,014 ","$6,964 ",72
411,Dancer,IFCFilms,IFC Films,"$62,578 ","$7,140 ",10
412,The Dark Horse,BroadGre…,Broad Green Pictures,"$61,505 ","$8,487 ",10
413,Too Late,Vanishing…,Vanishing Agile Films,"$60,438 ","$7,000 ",7
414,Girl Asleep,Oscillosc…,Oscilloscope Pictures,"$60,289 ","$2,700 ",24
415,Presenting Princess Shaw,Magnolia…,Magnolia Pictures,"$60,197 ","$4,814 ",12
416,Siganitalga (시간이탈자),CJEntert…,CJ Entertainment,"$58,689 ","$6,068 ",11
417,Command and Control,PBSDistr…,PBS Distribution,"$57,635 ","$5,385 ",7
418,Hatuna MeNiyar,Strand,Strand,"$56,196 ","$2,771 ",7
419,DONGJU; The Portrait of A Poet,MegaboxP…,Megabox Plus M,"$56,184 ",$0 ,5
420,Lattesa,Oscillosc…,Oscilloscope Pictures,"$55,804 ","$5,686 ",9
421,The Lovers And The Despot,Magnolia…,Magnolia Pictures,"$55,511 ","$14,925 ",13
422,Clown,Dimension…,Dimension Pictures,"$55,007 ","$26,920 ",100
423,Mon roi,FilmMove…,Film Movement,"$54,114 ","$6,273 ",11
424,In a Valley of Violence,FocusWorld,Focus World,"$53,647 ","$29,343 ",33
425,Le Journal dune femme de chambre,CohenMed…,Cohen Media,"$53,581 ","$11,067 ",9
426,High Strung,Paladin,Paladin,"$53,447 ","$45,255 ",100
427,Mifune: The Last Samurai,Strand,Strand,"$52,969 ","$4,296 ",9
428,El Club,MusicBox…,Music Box Films,"$52,761 ","$6,514 ",14
429,Quand on a 17 ans,Strand,Strand,"$52,713 ","$8,838 ",7
430,The Last Man on the Moon,Gravitas…,Gravitas Venture,"$52,482 ","$30,880 ",14
431,Rak ti Khon Kaen,Strand,Strand,"$51,950 ","$7,780 ",6
432,Hyeong,CJEntert…,CJ Entertainment,"$51,772 ",$0 ,2
433,King Georges,IFCFilms,IFC Films,"$51,663 ","$15,031 ",10
434,Like for Likes,CJEntert…,CJ Entertainment,"$50,839 ","$25,107 ",18
435,L'ombre des femmes,DistribF…,Distrib Films,"$50,291 ",$0 ,4
436,Bastille Day,HighTop…,High Top Releasing,"$50,269 ","$41,546 ",100
437,Kraftidioten,Magnolia…,Magnolia Pictures,"$50,255 ","$5,208 ",10
438,Fatima,KinoLorber,Kino Lorber,"$50,105 ","$6,221 ",4
439,Pele: Birth of a Legend,IFCFilms,IFC Films,"$49,979 ","$7,226 ",19
440,Comoara,IFCFilms,IFC Films,"$48,508 ","$13,624 ",5
441,Ma Ma,Oscillosc…,Oscilloscope Pictures,"$47,258 ","$9,466 ",11
442,The Greasy Strangler,FilmRise,Film Rise,"$45,878 ","$22,500 ",11
443,We are X,Drafthous…,Drafthouse Films,"$45,270 ","$7,526 ",12
444,Nuts!,LifeSent…,Life Sentence Films,"$44,230 ",$0 ,10
445,Danny Says,Magnolia…,Magnolia Pictures,"$44,213 ","$11,244 ",16
446,The Land,IFCFilms,IFC Films,"$43,756 ","$17,958 ",6
447,Mastizaade,ErosEnte…,Eros Entertainment,"$43,403 ","$29,878 ",46
448,Maryland,IFCFilms,IFC Films,"$42,956 ","$11,699 ",8
449,Closet Monster,Strand,Strand,"$42,166 ","$6,118 ",11
450,A Melody to Remember,CJEntert…,CJ Entertainment,"$41,845 ",$0 ,13
451,Wild Oats,Weinstein…,Weinstein Co.,"$40,598 ","$21,554 ",100
452,Is That a Gun in Your Pocket?,Area23a,Area23a,"$39,928 ","$10,422 ",7
453,La Notte,RialtoPi…,Rialto Pictures,"$39,236 ","$10,547 ",2
454,Catching the Sun,TheFilm…,The Film Collaborative,"$38,613 ",$0 ,14
455,Spa Night,Strand,Strand,"$38,578 ","$7,056 ",2
456,Germans and Jews,FirstRun…,First Run Features,"$38,100 ","$5,024 ",2
457,"En mai, fais ce quil te plaet",CohenMed…,Cohen Media,"$37,858 ","$9,738 ",6
458,Restored Me,GathrFilms,Gathr Films,"$36,633 ",$0 ,10
459,How to Let Go of the World and Love All The Thi…,Internati…,International Film Circuit,"$36,386 ","$6,750 ",4
460,"Kill Me, Deadly",IndicanP…,Indican Pictures,"$36,027 ","$11,600 ",3
461,La belle saison,Strand,Strand,"$35,322 ","$15,413 ",6
462,Songs My Brothers Taught Me,KinoLorber,Kino Lorber,"$34,793 ","$3,430 ",5
463,Mr. Right,FocusWorld,Focus World,"$34,694 ","$25,369 ",35
464,The Homeless Billionaire,Hannover…,Hannover House,"$34,563 ","$19,771 ",1
465,Phantom Boy,GKIDS,GKIDS,"$34,361 ","$4,352 ",17
466,Eisenstein In Guanajuato,Strand,Strand,"$34,282 ","$9,823 ",5
467,Off the Rails,TheFilm…,The Film Collaborative,"$34,249 ",$0 ,3
468,Last Cab to Darwin,FirstRun…,First Run Features,"$34,193 ",$620 ,4
469,Equals,A24,A24,"$33,258 ","$9,206 ",92
470,The Intervention,SamuelGo…,Samuel Goldwyn Films,"$32,919 ","$23,316 ",17
471,The Map Against the World,CJEntert…,CJ Entertainment,"$32,893 ","$9,962 ",4
472,Zhuo yao ji,FilmRise,Film Rise,"$32,766 ","$21,074 ",41
473,"Rio, Eu Te Amo",ScreenMe…,Screen Media Films,"$31,982 ",$0 ,15
474,Xia You Qiao Mu,ChinaLio…,China Lion Film Distribution,"$31,538 ","$21,439 ",9
475,À peine j'ouvre les yeux,KinoLorber,Kino Lorber,"$30,989 ","$4,797 ",5
476,Being Charlie,Paladin,Paladin,"$30,400 ","$11,872 ",14
477,Mænd og Høns,Drafthous…,Drafthouse Films,"$30,207 ","$2,654 ",11
478,Desde allá,Strand,Strand,"$30,169 ","$5,136 ",3
479,For a Few Bullets,ChinaLio…,China Lion Film Distribution,"$30,142 ","$17,138 ",15
480,Der Vampir auf der Couch,MusicBox…,Music Box Films,"$30,115 ","$3,361 ",9
481,The Best Democracy Money Can Buy,CinemaLibre,Cinema Libre,"$29,500 ","$9,511 ",11
482,Troublemakers: The Story of Land Art,FirstRun…,First Run Features,"$29,462 ","$5,424 ",5
483,The Seventh Fire,FilmMove…,Film Movement,"$29,361 ","$8,277 ",2
484,The Unknowns,GathrFilms,Gathr Films,"$29,284 ",$0 ,21
485,3 Weeks in Yerevan,Richmond…,Richmond Media entertainment,"$29,245 ","$29,245 ",3
486,Time to Choose,Abramoram…,Abramorama Films,"$29,233 ","$12,000 ",9
487,Under the Shadow,Vertical…,Vertical Entertainment,"$28,884 ",$0 ,9
488,Valley of Love,Strand,Strand,"$28,648 ","$9,849 ",5
489,"Rabin, The Last Day",KinoLorber,Kino Lorber,"$28,411 ","$7,940 ",5
490,Kang rinpoche,IcarusFilms,Icarus Films,"$28,184 ","$2,780 ",2
491,Take Me to the River,FilmMove…,Film Movement,"$28,041 ","$1,509 ",11
492,"Rabin, in His Own Words",Menemsha…,Menemsha Entertainment,"$27,941 ",$0 ,0
493,Lu bian ye can,Grasshopp…,Grasshopper Film,"$27,477 ","$4,164 ",4
494,Unlocking the Cage,FirstRun…,First Run Features,"$27,284 ","$3,708 ",3
495,The Eyes of My Mother,Magnolia…,Magnolia Pictures,"$27,099 ","$8,908 ",17
496,Blackway,Electric…,Electric Entertainment,"$27,079 ","$16,458 ",11
497,Anesthesia,IFCFilms,IFC Films,"$26,799 ","$6,747 ",7
498,Boi neon,KinoLorber,Kino Lorber,"$26,755 ","$6,413 ",4
499,Front Cover,Strand,Strand,"$26,409 ",$0 ,3
500,La tete haute,CohenMed…,Cohen Media,"$26,144 ",$0 ,6
501,Cosmos,KinoLorber,Kino Lorber,"$25,856 ","$3,807 ",3
502,The Dog Wedding,25thFrame,25th Frame,"$25,855 ",$0 ,2
503,The Last Princess,CJEntert…,CJ Entertainment,"$25,753 ","$11,607 ",1
504,Chevalier,Strand,Strand,"$25,696 ","$5,968 ",7
505,Kate Plays Christine,Grasshopp…,Grasshopper Film,"$25,564 ","$6,175 ",3
506,Guo Nian Hao,ChinaLio…,China Lion Film Distribution,"$25,358 ","$15,519 ",6
507,Disturbing the Peace,Abramoram…,Abramorama Films,"$25,287 ","$10,907 ",2
508,Sold,Matson,Matson,"$25,223 ",$0 ,5
509,Banjo,ErosEnte…,Eros Entertainment,"$25,140 ",$0 ,30
510,Un monstruo de mil cabezas,MusicBox…,Music Box Films,"$24,852 ","$3,182 ",5
511,La Trilogie Marseillaise,JanusFilms,Janus Films,"$24,787 ",$0 ,3
512,Ji-geum-eun-mat-go-geu-ddae-neun-teul-li-da,Grasshopp…,Grasshopper Film,"$24,470 ","$5,291 ",2
513,Lolo,FilmRise,Film Rise,"$24,134 ","$4,242 ",8
514,No Home Movie,IcarusFilms,Icarus Films,"$24,132 ","$8,151 ",3
515,The Fiance,IndicanP…,Indican Pictures,"$23,986 ",$0 ,4
516,Evolution,IFCMidnight,IFC Midnight,"$23,538 ","$7,215 ",9
517,Gridiron Heroes,IndicanP…,Indican Pictures,"$23,487 ",$0 ,4
518,Hâmone,FUNimation,FUNimation,"$23,248 ",$760 ,3
519,The Black Dove,IndicanP…,Indican Pictures,"$22,781 ","$7,124 ",3
520,Kamikaze 1989,FilmMove…,Film Movement,"$22,440 ","$5,613 ",2
521,Generation Startup,LongShot…,Long Shot Factory,"$22,271 ","$6,032 ",1
522,Sanam Teri Kasam,ErosEnte…,Eros Entertainment,"$22,121 ","$22,121 ",32
523,Blue Jay,TheOrchard,The Orchard,"$21,626 ","$5,159 ",3
524,Thank You For Your Service,GathrFilms,Gathr Films,"$21,497 ",$344 ,4
525,Term Life,FocusWorld,Focus World,"$21,256 ","$13,040 ",50
526,Crocodile Gennadiy,TheOrchard,The Orchard,"$21,142 ","$4,195 ",10
527,Band of Robbers,Gravitas…,Gravitas Venture,"$20,555 ","$14,827 ",17
528,This Last Lonely Place,IndicanP…,Indican Pictures,"$20,507 ","$6,089 ",4
529,The Sea of Trees,A24,A24,"$20,444 ","$1,877 ",101
530,Never,IndicanP…,Indican Pictures,"$20,431 ","$4,312 ",4
531,Love Me True,IndicanP…,Indican Pictures,"$20,100 ","$5,759 ",4
532,"No Pay, Nudity",Monterey…,Monterey Media,"$20,017 ","$3,221 ",8
533,The Romans,IndicanP…,Indican Pictures,"$19,705 ","$3,256 ",3
534,Art Bastard,CAVURele…,Cavu Releasing,"$19,600 ","$19,600 ",2
535,Revelation: Dawn of Global Government,RockyMou…,Rocky Mountain Pictures,"$19,107 ","$14,975 ",2
536,Ktown Cowboys,Freestyle…,Freestyle Releasing,"$18,863 ","$12,523 ",4
537,Search Engines,IndicanP…,Indican Pictures,"$18,851 ","$3,044 ",6
538,Seoul Searching,MondoPar…,Mondo Paradiso Films,"$18,654 ","$8,966 ",2
539,The Channel,IndicanP…,Indican Pictures,"$18,319 ","$4,214 ",10
540,Peter and the Farm,Magnolia…,Magnolia Pictures,"$18,123 ","$3,844 ",8
541,Harry Benson: Shoot First,Magnolia…,Magnolia Pictures,"$18,092 ","$4,798 ",6
542,A Bit of Bad Luck,IndicanP…,Indican Pictures,"$18,089 ","$2,480 ",6
543,Wildflower,CanZionF…,CanZion Films,"$18,062 ","$9,237 ",8
544,Holy Hell,WRAProdu…,WRA Productions LLC,"$18,051 ","$9,238 ",3
545,Io la conoscevo bene,JanusFilms,Janus Films,"$18,010 ","$9,312 ",1
546,Men go to Battle,FilmMove…,Film Movement,"$18,006 ","$3,263 ",3
547,How He Fell in Love,Monument…,Monument Releasing,"$17,575 ",$0 ,19
548,Streit's: Matzo and the American Dream,Menemsha…,Menemsha Entertainment,"$17,506 ",$0 ,3
549,Landfill Harmonic,TheFilm…,The Film Collaborative,"$17,205 ",$0 ,5
550,The Seasons in Quincy: Four Portraits of John B…,IcarusFilms,Icarus Films,"$16,738 ","$5,304 ",2
551,Tharlo,IcarusFilms,Icarus Films,"$16,522 ",$0 ,1
552,Always Shine,Oscillosc…,Oscilloscope Pictures,"$16,140 ","$4,211 ",15
553,Colonia,ScreenMe…,Screen Media Films,"$15,709 ",$0 ,27
554,Five Nights in Maine,FilmRise,Film Rise,"$15,587 ","$9,059 ",10
555,Starcrossed,IndicanP…,Indican Pictures,"$15,263 ","$2,826 ",10
556,Of Mind and Music,Monterey…,Monterey Media,"$15,083 ",$932 ,3
557,Already Tomorrow in Hong Kong,Gravitas…,Gravitas Venture,"$14,966 ","$14,966 ",10
558,Argentina,FirstRun…,First Run Features,"$14,869 ","$2,274 ",3
559,Lamb,TheOrchard,The Orchard,"$14,547 ","$3,150 ",43
560,The Uncondemned,Abramoram…,Abramorama Films,"$14,393 ","$4,353 ",2
561,Newtown,Abramoram…,Abramorama Films,"$14,109 ","$7,332 ",3
562,Yosemite,Monterey…,Monterey Media,"$13,931 ","$4,461 ",5
563,A Space Program,Zeitgeist,Zeitgeist,"$13,739 ","$10,247 ",1
564,Spices of Liberty,Hannover…,Hannover House,"$13,463 ","$6,625 ",2
565,Tikkun,KinoLorber,Kino Lorber,"$13,358 ","$3,595 ",4
566,Banshun,JanusFilms,Janus Films,"$13,254 ","$6,456 ",1
567,The Adderall Diaries,A24,A24,"$13,191 ","$5,517 ",31
568,Ni le ciel ni la terre,FilmMove…,Film Movement,"$12,810 ","$2,836 ",3
569,The Monster,A24,A24,"$12,544 ","$6,624 ",18
570,La città delle donne,CohenMed…,Cohen Media,"$12,516 ","$6,244 ",1
571,The Ones Below,Magnolia…,Magnolia Pictures,"$12,488 ","$5,191 ",4
572,"Kiki, el amor se hace",Strand,Strand,"$12,450 ","$3,954 ",3
573,Elstree 1976,FilmRise,Film Rise,"$12,173 ","$3,270 ",14
574,Hot Water,IndicanP…,Indican Pictures,"$12,101 ","$1,512 ",5
575,When Two Worlds Collide,FirstRun…,First Run Features,"$12,080 ","$2,548 ",1
576,Remember You,CJEntert…,CJ Entertainment,"$11,800 ",$0 ,2
577,Lucha Mexico,KinoLorber,Kino Lorber,"$11,722 ","$7,245 ",25
578,Mãe Só Há Uma,Zeitgeist,Zeitgeist,"$11,678 ","$2,066 ",2
579,The Ruins of Lifta,FirstRun…,First Run Features,"$11,548 ","$4,620 ",1
580,Viktoria,BigWorld…,Big World Pictures,"$11,314 ","$2,468 ",3
581,Theo Who Lived,Zeitgeist,Zeitgeist,"$11,271 ",$0 ,2
582,Hacker,Archstone…,Archstone Entertainment,"$11,239 ","$6,716 ",13
583,National Bird,FilmRise,Film Rise,"$10,656 ","$3,030 ",8
584,Laffaire SK1,KinoLorber,Kino Lorber,"$10,330 ","$2,659 ",1
585,Approaching the Unknown,Vertical…,Vertical Entertainment,"$10,232 ",$0 ,11
586,Beta Test,MirrorIm…,Mirror Images LTD,"$10,104 ","$5,778 ",18
587,River of Grass,Oscillosc…,Oscilloscope Pictures,"$10,070 ","$2,942 ",2
588,Into the Forest,A24,A24,"$9,995 ","$6,438 ",15
589,Le règne de la beaute,Monument…,Monument Releasing,"$9,395 ",$0 ,2
590,Chosen,Hannover…,Hannover House,"$9,283 ","$2,449 ",3
591,What Happened Last Night,GemelliP…,Gemelli Productions,"$9,244 ","$7,147 ",25
592,Frank & Lola,Paladin,Paladin,"$9,188 ","$5,747 ",26
593,Made in France,Underthe…,Under the Milk Way,"$9,117 ","$3,688 ",2
594,Behind the White Glasses: Portrait of Lina Wert…,ParadeDe…,Parade Deck Films,"$9,063 ","$6,840 ",2
595,Chronic,Monument…,Monument Releasing,"$9,033 ","$1,912 ",9
596,Birkebeinerne,MagnetPi…,Magnet Pictures,"$8,905 ","$4,599 ",3
597,Reparation,RedDirt…,Red Dirt Pictures,"$8,752 ","$2,649 ",3
598,Providence,MainStreet,Main Street,"$8,556 ","$6,193 ",7
599,We Are Twisted F***ing Sister!,MusicBox…,Music Box Films,"$8,277 ","$5,804 ",8
600,Mojave,A24,A24,"$8,253 ","$3,303 ",26
601,Silicon Cowboys,FilmRise,Film Rise,"$8,239 ","$5,724 ",12
602,Golden Kingdom,KinoLorber,Kino Lorber,"$8,077 ",$554 ,2
603,The Other Side,FilmMove…,Film Movement,"$8,074 ","$1,246 ",1
604,Talent Has Hunger,FirstRun…,First Run Features,"$7,998 ","$3,709 ",5
605,Portret van een tuin,Grasshopp…,Grasshopper Film,"$7,914 ",$0 ,1
606,The Lost Arcade,26Aries,26 Aries,"$7,500 ","$7,500 ",1
607,Lao shi,Zeitgeist,Zeitgeist,"$7,476 ","$1,676 ",6
608,Indian Point,FirstRun…,First Run Features,"$7,251 ","$3,186 ",2
609,The Preppie Connection,IFCFilms,IFC Films,"$7,138 ","$5,576 ",2
610,The Brainwashing of My Dad,JSenkoPr…,Jsenko Productions,"$7,028 ",$0 ,2
611,Magnus,FilmRise,Film Rise,"$6,921 ","$1,204 ",6
612,Boom Bust Boom,Brainstor…,Brainstorm Media,"$6,896 ",$0 ,1
613,Mad Tiger,FilmMove…,Film Movement,"$6,823 ","$1,119 ",2
614,The Dying of the Light,FirstRun…,First Run Features,"$6,627 ",$996 ,2
615,"Brutti, sporchi e cattivi",FilmMove…,Film Movement,"$6,590 ","$4,898 ",2
616,The Charnel House,Freestyle…,Freestyle Releasing,"$6,332 ","$4,518 ",10
617,Ghost Team,TheOrchard,The Orchard,"$6,245 ","$4,499 ",10
618,The Bad Kids,FilmRise,Film Rise,"$6,226 ","$1,564 ",6
619,Slash,Gravitas…,Gravitas Venture,"$5,902 ",$0 ,3
620,Undrafted,Vertical…,Vertical Entertainment,"$5,777 ",$0 ,20
621,Tanna,Lightyear…,Lightyear Entertainment,"$5,711 ","$5,711 ",2
622,Klovn Forever,Drafthous…,Drafthouse Films,"$5,700 ",$860 ,10
623,The Ghosts of Johnson Woods,DrivingW…,Driving With our Eyes Shut,"$5,480 ",$0 ,2
624,It Had to be You,SamuelGo…,Samuel Goldwyn Films,"$5,302 ","$5,302 ",2
625,The Carer,CorinthF…,Corinth Films,"$5,102 ","$5,102 ",1
626,A Perfect Day,IFCFilms,IFC Films,"$5,002 ",$0 ,2
627,Call Her Applebroog,Zeitgeist,Zeitgeist,"$4,842 ","$2,559 ",1
628,Roseanne for President!,IFCFilms,IFC Films,"$4,734 ","$3,340 ",2
629,Marinoni: The Fire in the Frame,FirstRun…,First Run Features,"$4,696 ",$488 ,3
630,Blood on the Mountain,Abramoram…,Abramorama Films,"$4,664 ","$3,184 ",2
631,Vergine giurata,Strand,Strand,"$4,636 ",$830 ,4
