,Id,Movie,Domestic Box Office,Opening Weekend Box Office,Max Theater Count
351,352,"[""Don't Think I've Forgotten: Cambodia's Lost Roc…"", 'Argot Pic…']","$133,443","$19,206",7
352,353,"['Manglehorn', 'IFC Films']","$132,270","$11,227",27
353,354,"[""A Ballerina's Tale"", 'IFC Films']","$131,995","$9,388",16
354,355,"['E gun tian shi', 'China Lio…']","$131,058","$44,855",12
355,356,"['Mississippi Grind', 'A24']","$130,541","$12,434",46
356,357,"['O Menino e o Mundo', 'GKIDS']","$129,479","$10,077",26
357,358,"['Yi ge ren de wu lin', 'Well Go USA']","$129,115","$58,664",28
358,359,"['Boulevard', 'Starz Dig…']","$126,150","$7,000",11
359,360,"['Z for Zachariah', 'Roadside …']","$121,461","$56,902",29
360,361,"['In Jackson Heights', 'Zipporah']","$121,094","$15,150",8
361,362,"['Pei an dong ni du guo man chang sui yue', 'China Lio…']","$119,376","$58,164",17
362,363,"['Digging for Fire', 'The Orchard']","$119,364","$24,544",30
363,364,"['Mandariinid', 'Samuel Go…']","$114,501","$5,180",10
364,365,"['Road Hard', 'FilmBuff']","$113,169","$105,943",22
365,366,"[""She's Funny That Way"", 'Lionsgate']","$111,993","$43,820",27
366,367,"['Memories of the Sword', 'Well Go USA']","$111,071","$50,240",22
367,368,"['The Look of Silence', 'Drafthous…']","$109,089","$6,616",14
368,369,"['Do I Sound Gay?', 'IFC Films']","$108,620","$10,461",18
369,370,"['The Beauty Inside', 'Well Go USA']","$108,238","$1,234",23
370,371,"['Adult Beginners', 'RADiUS-TWC']","$104,808","$36,657",54
371,372,"['Results', 'Magnolia …']","$104,507","$17,782",21
372,373,"['Every Secret Thing', 'Starz Dig…']","$103,536","$11,083",20
373,374,"['Beyond the Brick: A LEGO Brickumentary', 'RADiUS-TWC']","$101,531","$43,285",93
374,375,"['James White', 'Film Arcade']","$101,368","$12,007",12
375,376,"['Kôkaku Kidôtai', 'FUNimation']","$101,203",,267
376,377,"['Anime nere', 'Vitagraph…']","$100,725","$6,286",11
377,378,"['1915', '']","$96,682","$30,448",10
378,379,"['Man from Reno', 'Gravitas …']","$92,918","$15,158",7
379,380,"['Jie jiu wu xian sheng', 'Dada Films']","$92,696","$43,312",24
380,381,"['Christmas Eve', 'Unstuck LLC']","$91,302","$45,260",44
381,382,"['Beasts of No Nation', 'Bleecker …']","$90,777","$51,003",31
382,383,"['Sunshine Superman', 'Magnolia …']","$88,097","$8,991",21
383,384,"['Queen of Earth', 'IFC Films']","$86,616","$11,360",12
384,385,"['Tab Hunter Confidential', '']","$85,812",,9
385,386,"['Hero', 'Eros Ente…']","$84,961","$58,445",53
386,387,"['Trace Amounts', 'Gathr Films']","$80,735",,7
387,388,"['Heaven Knows What', 'RADiUS-TWC']","$80,312","$16,862",14
388,389,"['Nasty Baby', 'The Orchard']","$79,800","$8,023",18
389,390,"['Blackbird', 'Image Ent…']","$78,400",,5
390,391,"['Batkid Begins', 'Warner Bros.']","$74,709","$19,437",14
391,392,"['Tian jiang xiong shi', 'Lionsgate']","$74,070","$30,346",14
392,393,"['Backcountry', 'IFC Midnight']","$71,191",,
393,394,"['Freaks of Nature', 'Sony Pict…']","$70,958",,
394,395,"['Le meraviglie', 'Oscillosc…']","$70,805","$5,840",15
395,396,"['I Am Big Bird: The Caroll Spinney Story', 'TriBeca F…']","$67,845","$10,150",17
396,397,"['The Messenger', 'Alive Mind']","$67,816",,3
397,398,"['Eden', 'Broad Gre…']","$65,460","$18,987",15
398,399,"['Hua Li Shang Ban Zou', 'China Lio…']","$63,029","$34,144",15
399,400,"['Drunk Stoned Brilliant Dead The Story of the Na…', 'Magnolia …']","$62,684","$5,254",22
400,401,"[""Dark Star: H.R. Giger's World"", 'Icarus Films']","$61,845","$8,349",8
401,402,"['Loreak', 'Music Box…']","$61,568","$6,572",5
402,403,"['Only You', 'China Lio…']","$61,565","$27,311",14
403,404,"['Bande de filles', 'Strand']","$60,765","$7,667",5
404,405,"['Güeros', 'Kino Lorber']","$60,599",,5
405,406,"['Cooties', 'Lionsgate']","$60,058","$33,031",29
406,407,"['I Smile Back', 'Broad Gre…']","$58,738","$15,758",18
407,408,"['Jauja', 'Cinema Guild']","$58,403",,3
408,409,"[""Brian Wilson: I Just Wasn't Made for These Times"", 'Northern …']","$56,744",,
409,410,"['The Duke of Burgundy', 'IFC Films']","$56,657","$11,902",10
410,411,"['Entertainment', 'Magnolia …']","$55,506","$5,132",9
411,412,"['Regression', 'Elevation…']","$55,039",,100
412,413,"['Die geliebten Schwestern', 'Music Box…']","$54,064","$19,704",9
413,414,"['Shao nian ban', 'China Lio…']","$53,252","$22,583",12
414,415,"['Aloft', 'Sony Pict…']","$53,086","$2,116",17
415,416,"['The Quay Brothers in 35MM', 'Zeitgeist']","$51,858","$16,995",2
416,417,"['We Come as Friends', 'BBC World…']","$50,921",,8
417,418,"['Heist', 'Lionsgate']","$50,136","$28,688",24
418,419,"['Spring', 'Drafthous…']","$49,970","$19,675",15
419,420,"['Difret', 'Truth Aid…']","$49,667",,4
420,421,"['Red Herring', 'Indican P…']","$49,480",,28
421,422,"['Bangistan', 'Eros Ente…']","$48,694",,41
422,423,"['Appropriate Behavior', 'Gravitas …']","$46,912","$19,114",11
423,424,"['Shanghai', 'Weinstein…']","$46,425","$26,604",103
424,425,"['Beyond The Reach', 'Roadside …']","$45,895","$30,287",28
425,426,"['Lost River', 'Warner Bros.']","$45,431","$20,828",3
426,427,"['Mr. X', 'Fox Inter…']","$44,995","$30,097",52
427,428,"['River of Fundament', 'Internati…']","$44,840","$4,938",2
428,429,"['Madame Bovary', 'Alchemy']","$44,234","$20,841",15
429,430,"['The Salvation', 'IFC Films']","$43,318","$4,651",13
430,431,"['Respire', 'Film Move…']","$42,313","$5,063",12
431,432,"['El boton de nacar', 'Kino Lorber']","$42,166",,5
432,433,"['The Search for General Tso', 'Sundance …']","$41,455","$9,336",13
433,434,"['Nowitzki: The Perfect Shot', 'Magnolia …']","$41,340","$20,049",4
434,435,"['Love Thy Nature', 'In The Li…']","$41,336",,
435,436,"['Queen and Country', '']","$41,297",,9
436,437,"[""Siakh lokhamim: ha'slilim ha'gnouzim"", 'Music Box…']","$41,260","$6,153",6
437,438,"['The Seven Five', 'IFC Films']","$40,674","$14,785",5
438,439,"['Het nieuwe Rijksmuseum', 'First Run…']","$40,578","$2,631",5
439,440,"['What Our Fathers Did: A Nazi Legacy', 'Oscillosc…']","$40,119","$8,132",14
440,441,"['Charlie’s Country', 'Monument …']","$39,436","$10,189",8
441,442,"['Prophet’s Prey', 'Showtime …']","$39,347","$5,000",9
442,443,"['Kreuzweg', 'Film Move…']","$38,818",$688,1
443,444,"['Lila & Eve', 'Samuel Go…']","$38,263","$21,806",22
444,445,"['Autrui', 'Mongrel M…']","$37,460","$8,647",7
445,446,"['Before We Go', 'Radius']","$37,151","$18,630",21
446,447,"[""La mafia uccide solo d'estate"", 'Distrib F…']","$37,134",,5
447,448,"['Knock Knock', 'Lionsgate']","$36,336","$18,623",22
448,449,"['Haganenet', 'Kino Lorber']","$36,190",,4
449,450,"['Welcome to Leith', 'First Run…']","$36,010","$3,707",5
450,451,"['Finders Keepers', 'The Orchard']","$35,555","$5,740",32
451,452,"['The Forbidden Room', 'Kino Lorber']","$34,404",,5
452,453,"['Song One', 'Cinedigm/…']","$32,251","$20,200",27
453,454,"['Bou Chau Mai Sing', 'Well Go USA']","$32,053","$17,181",11
454,455,"['Amira & Sam', 'Drafthous…']","$31,848","$15,535",9
455,456,"['Trudno byt bogom', 'Kino Lorber']","$31,443",,3
456,457,"['Don Verdean', 'Lionsgate']","$31,309","$12,907",40
457,458,"['The Winding Stream', 'Argot Pic…']","$31,249","$3,660",3
458,459,"['People, Places, Things', 'Film Arcade']","$30,768","$30,768",19
459,460,"['Match', 'IFC Films']","$30,566","$6,000",9
460,461,"['Runoff', 'Monterey …']","$30,186","$9,515",6
461,462,"['Paul Taylor Creative Domain', 'Resident …']","$30,168","$8,150",7
462,463,"['3 and 1/2 Minutes', 'Participa…']","$29,725","$2,238",8
463,464,"['Paulette', 'Cohen Med…']","$29,086",$882,2
464,465,"['Qing shao nian nuo zha', 'Big World…']","$28,791","$4,600",4
465,466,"['Americons', 'Archstone…']","$28,782","$14,404",14
466,467,"['Look At Us Now, Mother!', '']","$28,463",,3
467,468,"['The Nightmare', 'Gravitas …']","$28,281",,1
468,469,"['Like Sunday, Like Rain', 'Monterey …']","$28,208","$1,082",8
469,470,"['7 Chinese Brothers', 'Screen Me…']","$28,180",,8
470,471,"['Bikes vs Cars', 'Kino Lorber']","$28,072",,2
471,472,"['The Cut', 'Strand']","$28,066","$5,327",5
472,473,"['Sembene!', 'Kino Lorber']","$28,059",,3
473,474,"['The Keeping Room', 'Drafthous…']","$27,166","$4,328",10
474,475,"['Tap World', 'Vitagraph…']","$26,747","$8,715",3
475,476,"['Peace Officer', 'Submarine…']","$26,632",,11
476,477,"['Les choses de la vie', 'Rialto Pi…']","$25,314","$6,512",1
477,478,"['Preggoland', 'Mongrel M…']","$25,294","$3,800",4
478,479,"['Les combattants', 'Strand']","$25,229","$3,187",7
479,480,"['R100', 'Drafthous…']","$24,956","$7,263",11
480,481,"['Big Game', 'EuropaCorp']","$24,752","$16,909",11
481,482,"['Olvidados', 'Cinema Libre']","$24,638","$2,791",1
482,483,"['Kill Me Three Times', 'Magnolia …']","$24,296","$15,477",16
483,484,"['Hippocrate', 'Distrib F…']","$23,050","$5,908",2
484,485,"['Slow Learners', 'IFC Films']","$22,930",$948,6
485,486,"['Court', 'Zeitgeist']","$22,898","$4,806",2
486,487,"[""Can't Stand Losing You: Surviving the Police"", 'Cinema Libre']","$22,326","$5,656",5
487,488,"['Animals', 'Oscillosc…']","$22,001","$14,471",11
488,489,"['Noma: My Perfect Storm', 'Magnolia …']","$21,130","$2,987",5
489,490,"['Praia do Futuro', 'Strand']","$20,620","$3,324",4
490,491,"['Boy Meets Girl', 'Bramachar…']","$20,441","$5,306",4
491,492,"['Love, Rosie', 'Film Arcade']","$20,431","$14,893",15
492,493,"['New World Order', 'Indican P…']","$20,205","$2,790",3
493,494,"['Friends and Romans', 'Paladin']","$20,136",,14
494,495,"['Misery Loves Comedy', 'TriBeca F…']","$19,634","$5,250",8
495,496,"['The Challenger', 'Freestyle…']","$19,003","$12,246",28
496,497,"['El Ardor', 'Strand']","$18,572","$13,726",17
497,498,"['The Little Death', 'Magnolia …']","$18,238","$3,118",4
498,499,"['Das große Museum', 'Kino Lorber']","$18,020",,2
499,500,"['The Other One', 'Indican P…']","$17,727","$11,718",6
500,501,"['Butterfly Girl', 'Indican P…']","$17,503","$1,950",3
501,502,"['Trash', 'Focus Fea…']","$17,484","$10,230",17
502,503,"['Strangerland', 'Alchemy']","$17,472","$17,472",22
503,504,"['A Reason', 'Indican P…']","$16,839","$1,690",4
504,505,"['Eastern Boys', 'First Run…']","$16,831","$5,726",2
505,506,"['Extraction', 'Lionsgate']","$16,775","$10,948",13
506,507,"['Eva', 'Weinstein…']","$16,738","$10,395",50
507,508,"['This Changes Everything', 'Abramoram…']","$16,692","$9,770",1
508,509,"['Kawaki', 'Drafthous…']","$16,627","$6,834",12
509,510,"['Kkeut-kka-ji-gan-da', 'Kino Lorber']","$16,563",,3
510,511,"['Les nuits de la pleine lune', 'Film Move…']","$16,275","$5,040",1
511,512,"['Hits', 'Honora Pr…']","$15,156","$15,156",2
512,513,"[""Cheatin'"", 'Plymptoons']","$15,077",,10
513,514,"['Far Too Far', 'Time and …']","$15,000","$3,982",5
514,515,"['Zombeavers', 'Freestyle…']","$14,947","$8,163",11
515,516,"['10 Days in a Madhouse', 'Cafe Pict…']","$14,616",,10
516,517,"['Gone Doggy Gone', 'Indican P…']","$14,610",,5
517,518,"['Buzzard', 'Oscillosc…']","$14,591","$8,031",11
518,519,"['The Human Centipede 3 (Final Sequence)', 'IFC Midnight']","$14,562",,23
519,520,"['Amour fou', 'Film Move…']","$14,296","$4,385",3
520,521,"['Eli', 'Eros Ente…']","$13,547",,18
521,522,"['Un beau dimanche', 'Cohen Med…']","$12,494",,1
522,523,"['The Armor Of Light', 'Fork Films']","$12,267",,26
523,524,"['As Mil e Uma Noites: Volume 1, O Inquieto', 'Kino Lorber']","$12,260",,10
524,525,"['Hross i oss', 'Music Box…']","$11,894",,2
525,526,"['Emptying The Skies', 'Music Box…']","$11,811","$4,818",2
526,527,"[""Marie's Story"", 'Film Move…']","$11,720","$1,446",8
527,528,"[""L'enlèvement de Michel Houellebecq"", 'Kino Lorber']","$11,546",,1
528,529,"[""The Devil's Violinist"", 'Freestyle…']","$11,294","$8,013",10
529,530,"['1001 Grams', 'Kino Lorber']","$10,983",,2
530,531,"['Just Before I Go', 'Anchor Ba…']","$10,970","$8,129",2
531,532,"['Mala Mala', 'Strand']","$10,761","$2,569",2
532,533,"['The Forecaster', 'Autlook F…']","$10,172",,1
533,534,"['The Life and Mind of Mark DeFriest', 'City Driv…']","$10,021",,6
534,535,"['Wild Canaries', 'IFC Films']","$9,795","$2,683",4
535,536,"['Station to Station', 'Submarine…']","$9,494","$9,494",1
536,537,"['Still Life', 'TriBeca F…']","$9,481",,5
537,538,"['One Cut, One Life', 'First Run…']","$9,406","$2,986",2
538,539,"['Medeas', 'The Vlada…']","$9,313",,2
539,540,"['Cupcakes', 'Strand']","$9,129","$2,570",3
540,541,"['Urok', 'Film Move…']","$9,045","$1,801",1
541,542,"['The Hallow', 'IFC Midnight']","$8,967","$1,559",8
542,543,"['Northern Soul', 'Freestyle…']","$8,886","$6,786",10
543,544,"['B-Side', 'Indican P…']","$8,870",,3
544,545,"['Não Pare na Pista: A Melhor História de Paulo C…', 'Music Box…']","$8,808","$5,295",5
545,546,"['Dawn of the Crescent Moon', 'Indican P…']","$8,799",,3
546,547,"['Little Accidents', 'Amplify']","$8,649","$8,649",17
547,548,"['Meet Me in Montenegro', 'The Orchard']","$8,612","$5,010",10
548,549,"['Farewell to Hollywood', 'Internati…']","$8,601",$572,3
549,550,"['Wa-shoku: Beyond Sushi', '']","$8,570",,1
550,551,"['Counting', 'Cinema Guild']","$8,374",,1
551,552,"['The Girl in the Book', 'Freestyle…']","$8,245","$5,249",10
552,553,"['Yi ge shao zi', 'Clarius E…']","$8,212",,2
553,554,"['I nostri ragazzi', 'Film Move…']","$8,054",$805,2
554,555,"['Steak (R)evolution', 'Kino Lorber']","$8,025",,7
555,556,"['Straight Outta Tompkins', 'Indican P…']","$8,022","$8,022",2
556,557,"['One Small Hitch', 'Freestyle…']","$7,965","$5,328",10
557,558,"['Kajaki', 'Honora Pr…']","$7,891",,11
558,559,"['Le grand homme', 'Distrib F…']","$7,814","$2,482",1
559,560,"['Area 51', 'Paramount…']","$7,556","$7,556",16
560,561,"[""Sur le chemin de l'ecole"", 'Distrib F…']","$7,424",,2
561,562,"['Rubble Kings', 'Saboteur …']","$7,416",,3
562,563,"['El critico', 'Music Box…']","$7,358",$839,2
563,564,"['Set Fire to the Stars', 'Strand']","$7,280","$1,132",3
564,565,"['Antarctic Edge: 70º South', 'First Run…']","$7,193","$3,131",1
565,566,"[""Li'l Quinquin"", 'Kino Lorber']","$7,192",,2
566,567,"['A Murder in the Park', 'Sundance …']","$7,125","$1,310",3
567,568,"['Victoria', 'Adopt Films']","$6,971",,4
568,569,"['Gabriel', 'Oscillosc…']","$6,959","$2,124",3
569,570,"['Hungry Hearts', 'IFC Films']","$6,921",$286,6
570,571,"['The Sisterhood of Night', 'Freestyle…']","$6,870","$5,264",10
571,572,"['Steve McQueen: The Man & Le Mans', 'FilmRise']","$6,843","$4,079",2
572,573,"['Cavalo Dinheiro', 'Cinema Guild']","$6,508",,1
573,574,"['The Suicide Theory', 'Freestyle…']","$6,434","$5,229",10
574,575,"['As Mil e Uma Noites: Volume 2, O Desolado', 'Kino Lorber']","$6,398",,3
575,576,"['Alléluia', 'Doppelgan…']","$6,334","$2,712",3
576,577,"['Guidance', 'Strand']","$6,194","$1,554",2
577,578,"['Die Marquise van O', 'Film Move…']","$6,049",,2
578,579,"['Famous Nathan', 'Film Move…']","$6,048",,1
579,580,"['The Riot Club', 'IFC Films']","$6,041","$2,188",4
580,581,"['Sex, Death and Bowling', 'Monterey …']","$5,972",$50,3
581,582,"['Top Spin', 'First Run…']","$5,858","$2,177",4
582,583,"['Mediterranea', 'IFC Films']","$5,846","$5,846",2
583,584,"['Shout Gladi Gladi', 'Internati…']","$5,839","$5,046",2
584,585,"['Black November', 'Entertain…']","$5,782",,
585,586,"['The Wanted 18', 'Kino Lorber']","$5,680",,2
586,587,"['Tu dors Nicole', 'Kino Lorber']","$5,662",,1
587,588,"[""This Isn't Funny"", 'Candy Fac…']","$5,654",$690,1
588,589,"['Our Man in Tehran', 'First Run…']","$5,573","$1,640",3
589,590,"['The Living', 'Monterey …']","$5,514",$74,4
590,591,"['Loin des hommes', 'TriBeca F…']","$5,336",,2
591,592,"[""She's Lost Control"", 'Monument …']","$5,319",$900,1
592,593,"['The Dead Lands', 'Magnolia …']","$5,240","$1,327",3
593,594,"['La princesa de Francia', 'Cinema Guild']","$5,212",,1
594,595,"['Death Valley', 'Indican P…']","$5,211","$4,344",2
595,596,"['De la guerre', 'Indican P…']","$5,086","$2,210",1
596,597,"['The Voices', 'Lionsgate']","$5,000",,12
597,598,"['SBK The-Movie', 'Hanover M…']","$4,950",,6
598,599,"['Gerontophilia', 'Strand']","$4,916","$1,927",1
599,600,"['Barely Lethal', 'A24']","$4,912","$1,726",22
600,601,"['Miss Hill: Making Dance Matter', 'First Run…']","$4,706","$2,560",1
601,602,"['Ashby', 'Film Arcade']","$4,631","$4,631",15
602,603,"['Seeds of Time', 'Kino Lorber']","$4,630",,2
603,604,"['Tango Negro: The African Roots of Tango', 'ArtMattan…']","$4,593","$4,593",2
604,605,"['As Mil e Uma Noites: Volume 3, O Encantado', 'Kino Lorber']","$4,502",,3
605,606,"['52 Tuesdays', 'Kino Lorber']","$4,484",,2
606,607,"['Sangailes vasara', 'Strand']","$4,480",$453,2
607,608,"['Farewell, Herr Schwartz', 'Kino Lorber']","$4,455",,2
608,609,"['Dias de gracia', 'Cinema Libre']","$4,308",,1
609,610,"['La navaja de Don Juan', 'Indican P…']","$4,254",,2
610,611,"['What We Did on Our Holiday', 'Lionsgate']","$4,200",,12
611,612,"['Three Night Stand', 'Myriad En…']","$4,076","$2,538",10
612,613,"[""L'armee du salut"", 'Strand']","$3,929","$2,433",1
613,614,"['La rançon de la gloire', '']","$3,926",,3
614,615,"['Unfreedom', 'Dark Frames']","$3,778",,8
615,616,"['Im Keller', 'Strand']","$3,643",$748,1
616,617,"[""Fidelio, l'odyssée d'Alice"", 'First Run…']","$3,580",$454,2
617,618,"['Jenny’s Wedding', 'IFC Films']","$3,540","$2,254",2
618,619,"['That Sugar Film', 'IDP/Samue…']","$3,500","$3,500",10
619,620,"['Blackhats', 'Reel One …']","$3,442","$2,658",1
620,621,"['Hyena', 'TriBeca F…']","$3,401",,6
621,622,"['Know How', 'First Run…']","$3,323","$2,414",2
622,623,"['Drunk Wedding', 'Paramount…']","$3,301","$3,301",16
623,624,"['Windsor Drive', 'Indican P…']","$3,256","$2,160",2
624,625,"['Dreams Rewired', 'Icarus Films']","$3,240","$2,233",3
625,626,"['Wild Card', 'Lionsgate']","$3,200",,13
626,627,"['Xenia', 'Strand']","$3,181",$358,3
627,628,"['Allure', '']","$3,130","$1,918",1
628,629,"['Julia', 'Archstone…']","$2,710","$2,110",5
629,630,"['Body', 'Oscillosc…']","$2,634","$2,457",1
630,631,"['Hayride 2', 'Freestyle…']","$2,571","$1,668",10
631,632,"['L.A. Slasher', 'Archstone…']","$2,421","$2,421",7
632,633,"['La dame dans l’auto avec des lunettes et un fus…', 'Magnolia …']","$2,167",$297,2
633,634,"['Me, You and Five Bucks', 'Indican P…']","$2,105",$432,2
634,635,"['Tracers', 'Lionsgate']","$2,000",,12
635,636,"['Sneakerheadz', 'Submarine…']","$1,903","$1,903",3
636,637,"['Everly', 'RADiUS-TWC']","$1,800",,17
637,638,"['The Other Man: F.W. de Klerk and the End of Apa…', 'First Run…']","$1,747","$1,153",1
638,639,"['Dark Forest', 'Zell-Koj …']","$1,739",,1
639,640,"['The Looking Glass', 'First Run…']","$1,711",$214,2
640,641,"['Drown', 'Strand']","$1,631",$860,1
641,642,"['Cut Snake', 'Monterey …']","$1,625",$97,3
642,643,"['Forever', 'Monterey …']","$1,597","$1,329",1
643,644,"['Making Rounds', 'First Run…']","$1,484","$1,056",1
644,645,"['Son of a Gun', 'A24']","$1,411",$411,14
645,646,"['3 Nights in the Desert', 'Monterey …']","$1,297",$234,3
646,647,"[""C'est dur d'être aimé par des cons"", 'Kino Lorber']","$1,279",,7
647,648,"['Skin Trade', 'Magnolia …']","$1,242",$162,1
648,649,"['Childless', 'Monterey …']","$1,036",,1
649,650,"['United Passions', 'Screen Me…']",$918,$918,10
650,651,"['Big Muddy', 'Monterey …']",$881,$147,3
651,652,"['[REC] 4: Apocalypse', 'Magnolia …']",$837,$708,5
652,653,"['Boven is het stil', 'Big World…']",$724,$362,1
653,654,"['Fonzy', 'Distrib F…']",$644,,1
654,655,"['Chic!', 'Distrib F…']",$587,,1
655,656,"['Patch Town', 'Kino Lorber']",$584,,1
656,657,"['Das Zimmermadchen Lynn', 'Film Move…']",$315,,1
657,658,"['El Nino', 'Distrib F…']",$245,,1
658,659,"['Lou! Journal infime', 'Distrib F…']",$88,,1
659,660,"['Chicas Paranoicas', '']",$54,$54,1
