Id,Movie,Studio Dirty,Studio,Domestic Box Office,Opening Weekend Box Office,Max Theater Count
303,The Swindlers,WellGoUSA,Well Go USA,"$241,916 ","$82,818 ",27
304,The Ottoman Lieutenant,Paladin,Paladin,"$240,978 ","$149,830 ",216
305,Crown Heights,IFCFilms,IFC Films,"$238,553 ","$30,173 ",91
306,Jeremiah Tower: The Last Magnificent,TheOrchard,The Orchard,"$228,153 ","$20,268 ",33
307,American Satan,AMCIndep…,AMC Independent ,"$226,232 ","$135,378 ",55
308,Rumble: The Indians who Rocked the World,KinoLorber,Kino Lorber,"$225,177 ","$8,914 ",22
309,Railroad Tigers,WellGoUSA,Well Go USA,"$218,044 ","$116,211 ",43
310,All I See is You,OpenRoad,Open Road,"$217,644 ","$144,076 ",283
311,The Adventurers,WellGoUSA,Well Go USA,"$216,556 ","$68,614 ",17
312,Truman,FilmRise,Film Rise,"$210,840 ","$18,258 ",22
313,The Prison,WellGoUSA,Well Go USA,"$207,481 ","$80,376 ",23
314,California Typewriter,Gravitas…,Gravitas Venture,"$200,379 ","$5,031 ",20
315,Risk,Neon,Neon,"$200,219 ","$76,327 ",45
316,Spark: A Space Tail,OpenRoad,Open Road,"$196,458 ","$116,873 ",365
317,One Piece Film: Gold,FUNimation,FUNimation,"$190,859 ",$0 ,371
318,Toivon Tuolla Puolen,JanusFilms,Janus Films,"$184,090 ","$15,495 ",11
319,Whose Streets?,Magnolia…,Magnolia Pictures,"$182,799 ","$43,804 ",39
320,The Bad Batch,Neon,Neon,"$180,851 ","$89,111 ",46
321,Marjorie Prime,FilmRise,Film Rise,"$180,608 ","$20,668 ",12
322,Past Life,SamuelGo…,Samuel Goldwyn Films,"$180,099 ","$14,960 ",38
323,Take Every Wave: The Life of Laird Hamilton,IFCFilms,IFC Films,"$176,160 ","$12,636 ",31
324,Bacalaureat,IFCFilms,IFC Films,"$175,975 ","$10,305 ",36
325,Champion,ArtAffects,Art Affects,"$175,232 ",$0 ,16
326,Mr. Gaga,Abramoram…,Abramorama Films,"$173,994 ","$25,354 ",8
327,11-Sep,AtlasDis…,Atlas Distribution,"$172,000 ","$168,500 ",398
328,David Lynch: The Art Life,JanusFilms,Janus Films,"$171,419 ","$10,823 ",8
329,Valley of Bones,SmithGlo…,Smith Global Media,"$166,552 ","$134,076 ",300
330,Polina danser sa vie,Oscillosc…,Oscilloscope Pictures,"$165,203 ","$12,588 ",31
331,The Journey,IFCFilms,IFC Films,"$164,994 ","$32,895 ",26
332,Ex Libris: The New York Public Library,Zipporah,Zipporah,"$163,364 ","$10,926 ",15
333,Manifesto,FilmRise,Film Rise,"$161,101 ","$9,628 ",10
334,Big Sonia,ArgotPic…,Argot Pictures,"$160,308 ","$4,398 ",4
335,Three Generations,Weinstein…,Weinstein Co.,"$155,936 ","$18,131 ",37
336,Elser,SonyPict…,Sony Pictures,"$155,897 ","$11,750 ",19
337,The Void,ScreenMe…,Screen Media Films,"$151,042 ","$50,026 ",31
338,La Fille Inconnue,IFCFilms,IFC Films,"$150,579 ","$13,477 ",28
339,Mugen no jûnin,Magnolia…,Magnolia Pictures,"$150,532 ","$49,569 ",31
340,Chavela,MusicBox…,Music Box Films,"$148,666 ","$22,453 ",14
341,Restless Creature: Wendy Whelan,Abramoram…,Abramorama Films,"$147,780 ","$19,879 ",8
342,Thelma,TheOrchard,The Orchard,"$147,391 ","$10,841 ",39
343,The Last Dalai Lama?,Matson,Matson,"$145,513 ","$9,786 ",30
344,Namhansanseong,CJEntert…,CJ Entertainment,"$138,486 ",$0 ,27
345,"Hare Krishna! The Mantra, The Movement and the Swami who Started it",Abramoram…,Abramorama Films,"$133,006 ","$22,310 ",54
346,Dawson City: Frozen Time,KinoLorber,Kino Lorber,"$132,369 ","$5,713 ",6
347,Moka,FilmMove…,Film Movement,"$129,547 ","$7,660 ",18
348,City of Ghosts,IFCFilms,IFC Films,"$128,015 ","$13,601 ",18
349,Maria Sklodowska Curie,SocietyF…,Society Films,"$127,993 ","$18,600 ",11
350,The B-Side,Neon,Neon,"$125,227 ","$12,035 ",25
351,120 battements par minute,TheOrchard,The Orchard,"$125,189 ","$8,566 ",21
352,Qi Man Dun Jia,WellGoUSA,Well Go USA,"$124,187 ","$57,837 ",27
353,Buena Vista Social Club—Adios,BroadGre…,Broad Green Pictures,"$123,445 ","$64,469 ",80
354,Yin Bao Zhe,ChinaLio…,China Lion Film Distribution,"$118,384 ","$55,307 ",33
355,"We Love You, Sally Carmichael",PurdieDi…,Purdie Distribution,"$113,435 ","$30,951 ",11
356,Abacus: Small Enough to Jail,PBSDistr…,PBS Distribution,"$113,279 ","$12,528 ",8
357,Kongens Nei,SamuelGo…,Samuel Goldwyn Films,"$113,231 ","$7,850 ",10
358,Ma Loute,KinoLorber,Kino Lorber,"$112,481 ","$6,696 ",6
359,Míng Yuè Jǐ Shí Yǒu,ChinaLio…,China Lion Film Distribution,"$111,584 ","$50,619 ",18
360,Ni Shi Ying Jiu,WellGoUSA,Well Go USA,"$108,970 ","$54,276 ",20
361,La Pazza Gioia,Strand,Strand,"$107,362 ","$5,799 ",13
362,Walking Out,IFCFilms,IFC Films,"$102,394 ","$5,462 ",32
363,Córki dancingu,JanusFilms,Janus Films,"$101,657 ","$7,370 ",7
364,Aida’s Secrets,MusicBox…,Music Box Films,"$98,468 ","$5,665 ",9
365,Tim Timmerman: Hope of America,PurdieDi…,Purdie Distribution,"$97,787 ","$50,604 ",12
366,I Called Him Morgan,FilmRise,Film Rise,"$97,711 ","$14,154 ",11
367,Poster Boys,SonyPict…,Sony Pictures,"$97,049 ","$51,264 ",50
368,Special Citizen,WellGoUSA,Well Go USA,"$96,777 ","$47,128 ",29
369,Miekkailija,CFI,CFI,"$95,951 ","$5,572 ",7
370,Keep Watching,SonyPict…,Sony Pictures,"$94,178 ",$0 ,805
371,Memoir of a Murderer,WellGoUSA,Well Go USA,"$91,335 ","$27,665 ",8
372,The King’s Case Note,CJEntert…,CJ Entertainment,"$90,899 ",$0 ,7
373,Dina,TheOrchard,The Orchard,"$90,491 ","$6,015 ",24
374,Because of Grácia,ArtAffects,Art Affects,"$90,388 ","$52,171 ",32
375,Daeripgun,FIP,FIP,"$84,532 ","$41,959 ",32
376,Chapter & Verse,Paladin,Paladin,"$84,147 ","$32,713 ",5
377,Earth: One Amazing Day,AtlasDis…,Atlas Distribution,"$81,345 ","$45,480 ",70
378,The Nile Hilton Incident,Strand,Strand,"$80,953 ","$9,183 ",9
379,Stefan Zweig: Farewell to Europe,FirstRun…,First Run Features,"$78,373 ","$11,729 ",4
380,Pop Aye,KinoLorber,Kino Lorber,"$77,895 ","$3,598 ",5
381,Die göttliche Ordnung,KinoLorber,Kino Lorber,"$76,277 ","$4,405 ",5
382,Bill Nye: Science Guy,PBSDistr…,PBS Distribution,"$74,909 ","$7,005 ",15
383,Wait For Your Laugh,Vitagraph…,Vitagraph Films,"$73,585 ","$14,946 ",5
384,Te Ata,Paladin,Paladin,"$73,236 ","$28,640 ",43
385,Buster’s Mal Heart,WellGoUSA,Well Go USA,"$73,121 ","$7,137 ",18
386,Turn it Around: The Story of East Bay Punk,Abramoram…,Abramorama Films,"$69,787 ",$0 ,3
387,My Entire High School Sinking Into the Sea,GKIDS,GKIDS,"$68,883 ","$13,684 ",25
388,Alive and Kicking,Magnolia…,Magnolia Pictures,"$68,485 ","$12,201 ",11
389,Architects of Denial,DadaFilms,Dada Films,"$65,424 ","$58,472 ",11
390,Munna Michael,ErosEnte…,Eros Entertainment,"$64,949 ","$64,949 ",75
391,Učitelka,FilmMove…,Film Movement,"$64,437 ","$15,091 ",5
392,The Tiger Hunter,Shout!Fa…,Shout! Factory,"$62,398 ","$39,553 ",42
393,Tragedy Girls,Gunpowder…,Gunpowder & Sky,"$61,899 ","$12,125 ",22
394,Donald Cried,TheOrchard,The Orchard,"$61,406 ","$7,977 ",17
395,Enas Allos Kosmos,CinemaLibre,Cinema Libre,"$60,298 ","$16,353 ",2
396,Manolo: The Boy Who Made Shoes for Lizards,MusicBox…,Music Box Films,"$60,056 ","$8,186 ",11
397,Bang! The Bert Berns Story,Abramoram…,Abramorama Films,"$59,300 ","$3,923 ",5
398,The Force,KinoLorber,Kino Lorber,"$58,154 ","$18,849 ",5
399,Il Boom,RialtoPi…,Rialto Pictures,"$57,308 ","$8,164 ",2
400,Saving Brinton,BarnOwl,Barn Owl,"$56,220 ",$0 ,10
401,The Paris Opera,FilmMove…,Film Movement,"$55,482 ","$7,709 ",9
402,God of War,WellGoUSA,Well Go USA,"$53,496 ","$23,912 ",27
403,Le Fidèle,MongrelM…,Mongrel Media,"$52,951 ",$710 ,48
404,Voyage à Travers le Cinéma Français,CohenMed…,Cohen Media,"$52,058 ","$10,636 ",4
405,Mei Hao De Yi Wai,ChinaLio…,China Lion Film Distribution,"$51,766 ","$5,942 ",6
406,O Ornitólogo,Strand,Strand,"$50,511 ","$6,132 ",6
407,Keep Quiet,KinoLorber,Kino Lorber,"$50,454 ","$6,500 ",3
408,Mal de Pierres,IFCFilms,IFC Films,"$48,677 ","$4,473 ",10
409,Person to Person,Magnolia…,Magnolia Pictures,"$48,499 ","$11,852 ",13
410,Hirune-hime: Shiranai watashi no monogatari,GKIDS,GKIDS,"$48,198 ","$10,865 ",22
411,Window Horses,MongrelM…,Mongrel Media,"$48,105 ","$5,767 ",5
412,Saving Banksy,ParadeDe…,Parade Deck Films,"$47,965 ",$0 ,5
413,Quest,FirstRun…,First Run Features,"$47,807 ","$6,591 ",3
414,So B. It,GoodDeed…,Good Deed Entertainment,"$46,006 ","$7,455 ",22
415,La Mort de Louis XIV,CinemaGuild,Cinema Guild,"$43,635 ","$8,002 ",3
416,Demain,Underthe…,Under the Milk Way,"$43,471 ","$7,377 ",97
417,Haebing,WellGoUSA,Well Go USA,"$43,144 ","$21,234 ",14
418,Hermia & Helena,KinoLorber,Kino Lorber,"$43,132 ","$16,759 ",4
419,Woodshock,A24,A24,"$42,469 ","$12,247 ",39
420,Some Like It Hot,ChinaLio…,China Lion Film Distribution,"$42,230 ","$42,230 ",10
421,Shavua ve Yom,Oscillosc…,Oscilloscope Pictures,"$41,614 ","$6,833 ",16
422,Unrest,ShellaFilms,Shella Films,"$40,081 ","$10,607 ",8
423,"Psiconautas, los niños olvidados",GKIDS,GKIDS,"$38,785 ","$5,849 ",8
424,Kollektivet,Magnolia…,Magnolia Pictures,"$38,737 ","$9,249 ",13
425,I am the Blues,FilmMove…,Film Movement,"$37,849 ","$5,105 ",5
426,78/52: Hitchcock’s Shower Scene,IFCFilms,IFC Films,"$37,664 ","$3,738 ",22
427,Une Vie,KinoLorber,Kino Lorber,"$37,626 ","$11,483 ",4
428,Bamui haebyun-eoseo honja,CinemaGuild,Cinema Guild,"$37,489 ","$7,594 ",3
429,In Loco Parentis,Magnolia…,Magnolia Pictures,"$37,381 ","$2,332 ",13
430,"A Woman, A part",Monument…,Monument Releasing,"$36,838 ","$5,869 ",3
431,Le Crime de Monsieur Lange,RialtoPi…,Rialto Pictures,"$35,601 ","$9,633 ",3
432,Growing up Smith,GoodDeed…,Good Deed Entertainment,"$35,312 ","$14,867 ",12
433,Rat Film,CinemaGuild,Cinema Guild,"$35,195 ","$7,793 ",4
434,Sophie and the Rising Sun,Monterey…,Monterey Media,"$34,630 ",$0 ,8
435,Powidoki,FilmMove…,Film Movement,"$33,443 ","$5,832 ",6
436,Love & Taxes,Abramoram…,Abramorama Films,"$33,150 ","$1,698 ",4
437,Alone in Berlin,IFCFilms,IFC Films,"$33,125 ","$8,869 ",5
438,Super Dark Times,TheOrchard,The Orchard,"$33,109 ","$19,328 ",21
439,Brimstone & Glory,Oscillosc…,Oscilloscope Pictures,"$32,059 ","$2,125 ",8
440,Sidemen: Long Road to Glory,Abramoram…,Abramorama Films,"$31,399 ","$6,120 ",6
441,7 Witches,IndicanP…,Indican Pictures,"$31,100 ","$1,875 ",4
442,Le Trou,RialtoPi…,Rialto Pictures,"$30,973 ","$6,756 ",1
443,XX,Magnolia…,Magnolia Pictures,"$30,911 ","$6,222 ",16
444,Le fils de Joseph,KinoLorber,Kino Lorber,"$30,588 ",$0 ,3
445,No Greater Love,AtlasDis…,Atlas Distribution,"$30,531 ","$21,520 ",23
446,Dealt,IFCFilms,IFC Films,"$30,414 ","$4,293 ",10
447,Inxeba,KinoLorber,Kino Lorber,"$29,963 ","$2,920 ",2
448,Uncertain,LucidInc,Lucid Inc,"$29,736 ",$0 ,6
449,Memorias del subdesarrollo,JanusFilms,Janus Films,"$29,647 ","$8,244 ",1
450,Lemon,Magnolia…,Magnolia Pictures,"$29,258 ","$5,957 ",13
451,Les fausses confidences,BigWorld…,Big World Pictures,"$29,245 ","$7,361 ",3
452,In Pursuit of Silence,CinemaGuild,Cinema Guild,"$29,050 ","$5,141 ",1
453,Berlin Syndrome,Vertical…,Vertical Entertainment,"$28,660 ",$0 ,25
454,Radio Dreams,Matson,Matson,"$27,836 ",$0 ,5
455,Aknyeo,WellGoUSA,Well Go USA,"$27,741 ","$4,238 ",4
456,30 Years of Garbage: The Garbage Pail Kids Story,IndicanP…,Indican Pictures,"$27,739 ",$0 ,2
457,Ribbons,IndicanP…,Indican Pictures,"$26,872 ","$5,715 ",5
458,La Region Salvaje,Strand,Strand,"$25,899 ","$2,718 ",8
459,Wasted! The Story of Food Waste,SuperLTD,Super LTD,"$25,865 ","$17,189 ",11
460,The Lucky Man,IndicanP…,Indican Pictures,"$25,015 ",$636 ,3
461,The Departure,Matson,Matson,"$24,661 ","$4,850 ",7
462,Naples ‘44,FirstRun…,First Run Features,"$24,616 ","$6,636 ",2
463,Jasmine,IndicanP…,Indican Pictures,"$24,284 ","$8,358 ",3
464,Simple Creature,IndicanP…,Indican Pictures,"$23,918 ","$3,547 ",3
465,For Ahkeem,Vitagraph…,Vitagraph Films,"$23,136 ",$0 ,4
466,Finding Oscar,FilmRise,Film Rise,"$23,116 ","$2,365 ",16
467,Grace of Jake,IndicanP…,Indican Pictures,"$23,078 ","$4,784 ",2
468,My Scientology Movie,Magnolia…,Magnolia Pictures,"$22,936 ","$11,180 ",6
469,The Recall,Freestyle…,Freestyle Releasing,"$22,233 ","$6,570 ",31
470,Twenty-Two,ChinaLio…,China Lion Film Distribution,"$22,222 ","$22,222 ",11
471,The Transfiguration,Strand,Strand,"$21,926 ","$4,605 ",7
472,Paradise Club,IndicanP…,Indican Pictures,"$21,923 ","$1,758 ",3
473,Bending the Arc,Abramoram…,Abramorama Films,"$21,906 ",$0 ,3
474,La jeune fille sans mains,GKIDS,GKIDS,"$21,787 ","$2,916 ",7
475,Whisky Galore,ArrowRel…,Arrow Releasing,"$21,551 ",$0 ,4
476,Trophy,TheOrchard,The Orchard,"$21,439 ","$3,522 ",21
477,Massacre on Aisle 12,IndicanP…,Indican Pictures,"$21,106 ",$967 ,3
478,A Beginner’s Guide to Snuff,IndicanP…,Indican Pictures,"$21,031 ","$5,204 ",3
479,Man Underground,IndicanP…,Indican Pictures,"$20,907 ","$2,194 ",5
480,Wszystkie Nieprzespane Noce,TheOrchard,The Orchard,"$20,762 ","$4,544 ",6
481,The Blackcoat’s Daughter,A24,A24,"$20,435 ","$12,402 ",26
482,RV: Resurrected Victims,WellGoUSA,Well Go USA,"$20,371 ","$10,589 ",11
483,Better Watch Out,WellGoUSA,Well Go USA,"$20,369 ","$12,569 ",25
484,Slava,FilmMove…,Film Movement,"$19,608 ","$3,716 ",2
485,Carrie Pilby,TheOrchard,The Orchard,"$18,957 ","$13,944 ",6
486,Hong Yi Xiao Nu Hai 2,CrimsonF…,Crimson Forest Entertainment Group Inc.,"$18,870 ",$0 ,8
487,Black Code,MongrelM…,Mongrel Media,"$18,846 ","$8,790 ",2
488,The Man From Outer Space,IndicanP…,Indican Pictures,"$18,709 ",$0 ,2
489,Bobbi Jene,Oscillosc…,Oscilloscope Pictures,"$18,579 ","$7,500 ",3
490,All the Rage (Saved by Sarno),Rumur,Rumur,"$18,489 ",$0 ,1
491,Burden,Magnolia…,Magnolia Pictures,"$18,440 ","$3,231 ",13
492,Eshtebak,KinoLorber,Kino Lorber,"$18,215 ",$334 ,1
493,Mansfield 66/67,FilmBuff,Film Buff,"$17,930 ","$6,451 ",12
494,The Last Shaman,Abramoram…,Abramorama Films,"$17,744 ","$6,799 ",4
495,Bad Grandmas,ParadeDe…,Parade Deck Films,"$17,688 ","$3,380 ",6
496,Fuchi ni tatsu,FilmMove…,Film Movement,"$17,191 ","$3,453 ",4
497,Food Evolution,Abramoram…,Abramorama Films,"$17,181 ","$2,851 ",3
498,L’important c’est d’aimer,RialtoPi…,Rialto Pictures,"$16,976 ","$5,370 ",1
499,Mission Control: The Unsung Heroes of Apollo,Gravitas…,Gravitas Venture,"$16,405 ",$0 ,15
500,Song of Granite,Oscillosc…,Oscilloscope Pictures,"$16,182 ","$3,096 ",7
501,Tiszta Szívvel,KinoLorber,Kino Lorber,"$15,856 ",$380 ,1
502,Porto,KinoLorber,Kino Lorber,"$15,626 ","$2,090 ",2
503,Contemporary Color,Oscillosc…,Oscilloscope Pictures,"$15,305 ","$1,451 ",5
504,Shot! The Psycho-Spiritual Mantra of Rock,Magnolia…,Magnolia Pictures,"$15,157 ","$6,694 ",2
505,Rebels on Pointe,IcarusFilms,Icarus Films,"$15,088 ","$3,270 ",3
506,Paradise,FilmMove…,Film Movement,"$14,873 ","$2,401 ",3
507,Vince Giordano: There’s a Future in the Past,FirstRun…,First Run Features,"$14,807 ","$6,285 ",1
508,The Farthest,Abramoram…,Abramorama Films,"$14,733 ","$6,900 ",2
509,La glace et le ciel,MusicBox…,Music Box Films,"$14,475 ",$0 ,5
510,Tiempo de morir,FilmMove…,Film Movement,"$14,278 ","$3,411 ",3
511,xiu chun dao II: xiu luo zhan chang,WellGoUSA,Well Go USA,"$14,204 ","$5,296 ",2
512,Brave New Jersey,Gravitas…,Gravitas Venture,"$14,105 ","$14,105 ",14
513,Abracadabra,SonyPict…,Sony Pictures,"$13,975 ","$2,116 ",10
514,LÉconomie du Couple,DistribF…,Distrib Films,"$13,621 ",$810 ,5
515,Jiao Zhu Chuan,WellGoUSA,Well Go USA,"$13,588 ","$5,122 ",4
516,Shadowman,FilmMove…,Film Movement,"$13,498 ","$4,113 ",4
517,Trafficked,EpicPict…,Epic Pictures Group,"$13,476 ","$5,648 ",16
518,"Intent to Destroy: Death, Denial & Deception",Abramoram…,Abramorama Films,"$13,194 ","$8,699 ",3
519,Qing mei zhu ma,JanusFilms,Janus Films,"$12,897 ","$7,333 ",1
520,Permanent,Magnolia…,Magnolia Pictures,"$12,847 ","$5,722 ",8
521,Junction 48,TheOrchard,The Orchard,"$12,795 ","$5,516 ",2
522,Heal,Paladin,Paladin,"$12,668 ","$12,668 ",7
523,Pasqualino Settebellezze,KinoLorber,Kino Lorber,"$11,962 ","$1,536 ",2
524,Frank Serpico,IFCFilms,IFC Films,"$11,925 ","$2,283 ",6
525,Sweet Virginia,IFCFilms,IFC Films,"$11,753 ","$5,183 ",8
526,Rester Vertical,Strand,Strand,"$11,747 ",$0 ,1
527,The Tribes of Palos Verdes,IFCFilms,IFC Films,"$11,603 ",$796 ,4
528,Dead Awake,FilmRise,Film Rise,"$11,528 ","$8,834 ",12
529,Beside Bowie: The Mick Ronson Story,ParadeDe…,Parade Deck Films,"$11,400 ",$0 ,2
530,Jours de France,CinemaGuild,Cinema Guild,"$11,373 ","$3,728 ",2
531,Ve Si Sai Gon,CJEntert…,CJ Entertainment,"$11,314 ","$2,252 ",2
532,The Challenge,KinoLorber,Kino Lorber,"$11,043 ","$2,171 ",5
533,Félicité,Strand,Strand,"$10,695 ","$1,713 ",4
534,Lovesong,Strand,Strand,"$10,545 ","$2,215 ",3
535,Clarence,IndicanP…,Indican Pictures,"$10,495 ",$0 ,2
536,Painted Woman,AmorMedia,Amor Media,"$10,298 ",$0 ,3
537,The Sunshine Makers,FilmRise,Film Rise,"$10,042 ","$1,874 ",7
538,Red Trees,CohenMed…,Cohen Media,"$10,012 ","$10,012 ",9
539,Machines,KinoLorber,Kino Lorber,"$9,710 ","$2,838 ",1
540,Amnesia,FilmMove…,Film Movement,"$8,700 ","$1,202 ",2
541,Julian Schnabel: A Private Portrait,CohenMed…,Cohen Media,"$8,679 ",$0 ,1
542,Tenemos La Carne,ArrowRel…,Arrow Releasing,"$8,438 ",$835 ,3
543,Natasha,Menemsha…,Menemsha Entertainment,"$8,325 ","$8,325 ",1
544,Mr. Chibbs,Abramoram…,Abramorama Films,"$8,303 ","$3,163 ",1
545,Served Like a Girl,Entertain…,Entertainment One,"$8,290 ","$1,844 ",8
546,From Nowhere,FilmRise,Film Rise,"$8,109 ","$5,408 ",2
547,The Ballad of Lefty Brown,A24,A24,"$7,856 ","$5,559 ",2
548,Maigret tend un piège,KinoLorber,Kino Lorber,"$7,644 ","$2,556 ",1
549,The Wrong Light,CinemaGuild,Cinema Guild,"$7,553 ","$5,429 ",1
550,Birthright: A War Story,Abramoram…,Abramorama Films,"$7,519 ","$3,006 ",1
551,Big Time,Abramoram…,Abramorama Films,"$7,347 ","$7,347 ",2
552,The Jazz Funeral,IndicanP…,Indican Pictures,"$7,103 ","$3,792 ",2
553,Sur quel pied danser,Monument…,Monument Releasing,"$6,660 ","$5,900 ",2
554,The Pathological Optimist,FilmArcade,Film Arcade,"$6,522 ","$5,946 ",1
555,Last Rampage,EpicPict…,Epic Pictures Group,"$6,294 ","$3,054 ",18
556,The Fuzz,IndicanP…,Indican Pictures,"$6,176 ","$2,236 ",2
557,The Freedom to Marry,ArgotPic…,Argot Pictures,"$6,142 ","$6,142 ",1
558,Arise from Darkness,IndicanP…,Indican Pictures,"$6,112 ","$1,944 ",1
559,Suntan,Strand,Strand,"$5,954 ","$1,629 ",1
560,Royahaye dame sobh,CinemaGuild,Cinema Guild,"$5,937 ",$707 ,1
561,The Work,TheOrchard,The Orchard,"$5,853 ","$3,286 ",2
562,The Vault,FilmRise,Film Rise,"$5,728 ","$4,308 ",11
563,Trespass Against Us,A24,A24,"$5,711 ","$1,620 ",20
564,D’Ardennen,FilmMove…,Film Movement,"$5,638 ",$840 ,6
565,Oro,SonyPict…,Sony Pictures,"$5,539 ","$2,571 ",10
566,Icaros: A Vision,Factory25,Factory 25,"$5,510 ","$5,510 ",1
567,Relève: Histoire dune création,FilmRise,Film Rise,"$5,454 ","$2,198 ",2
568,Scum,KinoLorber,Kino Lorber,"$5,405 ","$1,948 ",1
569,Bad Lucky Goat,FilmMove…,Film Movement,"$5,088 ",$170 ,3
570,Company Town,FirstRun…,First Run Features,"$4,934 ","$2,150 ",1
571,Shot,Paladin,Paladin,"$4,701 ",$0 ,10
572,Night School,Oscillosc…,Oscilloscope Pictures,"$4,663 ","$1,588 ",2
573,I Love You Both,Magnolia…,Magnolia Pictures,"$4,661 ","$3,236 ",7
574,A Boy Called Po,Freestyle…,Freestyle Releasing,"$4,550 ","$2,693 ",10
575,Vengeance: A Love Story,FilmRise,Film Rise,"$4,526 ","$4,526 ",11
576,The Pulitzer at 100,FirstRun…,First Run Features,"$4,489 ","$2,577 ",1
577,German Concentration Camps Factual Survey,FirstRun…,First Run Features,"$4,468 ","$3,000 ",1
578,My Father Die,FilmRise,Film Rise,"$4,252 ","$3,229 ",10
579,Badsville,EpicPict…,Epic Pictures Group,"$4,153 ","$3,050 ",2
580,Swim Team,ArgotPic…,Argot Pictures,"$4,024 ","$4,024 ",1
581,Ang Babaeng Humayo,KinoLorber,Kino Lorber,"$3,906 ","$2,018 ",1
582,Pi Sheng Shang de Hun,FilmMove…,Film Movement,"$3,669 ","$1,355 ",2
583,Emily,Hibernati…,Hibernation Films,"$3,547 ","$1,164 ",1
584,Who’s Crazy,KinoLorber,Kino Lorber,"$3,497 ","$1,355 ",1
585,Speed Sisters,FirstRun…,First Run Features,"$3,423 ",$370 ,2
586,Bugs,KinoLorber,Kino Lorber,"$3,423 ",$951 ,3
587,A Kind of Loving,RialtoPi…,Rialto Pictures,"$3,278 ","$3,278 ",1
588,Réparer les vivants,CohenMed…,Cohen Media,"$3,176 ","$3,176 ",2
589,The Levelling,Monterey…,Monterey Media,"$3,040 ",$160 ,4
590,The Skyjacker’s Tale,Strand,Strand,"$3,009 ","$1,097 ",2
591,Dalida,Underthe…,Under the Milk Way,"$2,917 ","$2,461 ",1
592,Demons,Uncorkd…,Uncork'd Entertainment,"$2,900 ","$1,202 ",2
593,Sueño en otro idioma,FilmRise,Film Rise,"$2,739 ",$810 ,1
594,Santoalla,Oscillosc…,Oscilloscope Pictures,"$2,684 ",$489 ,1
595,Take Me,TheOrchard,The Orchard,"$2,583 ","$2,583 ",2
596,Apprentice,FilmMove…,Film Movement,"$2,578 ",$676 ,3
597,Miles,Entertain…,Entertainment One,"$2,537 ","$2,147 ",2
598,Red Christmas,Artsploit…,Artsploitation,"$2,250 ",$280 ,3
599,Thrill Ride,Gravitas…,Gravitas Venture,"$2,226 ",$0 ,3
600,Dream Boat,Strand,Strand,"$2,199 ","$2,199 ",1
601,Dayveon,FilmRise,Film Rise,"$2,077 ",$0 ,3
602,The Ghoul,Cartilage…,Cartilage Films,"$2,032 ",$249 ,4
603,"Accidental Courtesy: Daryl Davis, Race & America'",FirstRun…,First Run Features,"$1,940 ","$1,452 ",1
604,Detour,Magnolia…,Magnolia Pictures,"$1,788 ",$145 ,5
605,Der Wald vor lauter Bäumen,FilmMove…,Film Movement,"$1,410 ",$0 ,1
606,It’s Not Yet Dark,FilmRise,Film Rise,"$1,227 ",$811 ,2
607,A Different American Dream,FirstRun…,First Run Features,"$1,172 ",$848 ,1
608,Le Gai Savoir,KinoLorber,Kino Lorber,"$1,149 ","$1,149 ",1
609,The Penguin Counters,FirstRun…,First Run Features,$976 ,$976 ,1
610,Extraordinary Ordinary People,FirstRun…,First Run Features,$880 ,$744 ,1
611,Amityville: The Awakening,Weinstein…,Weinstein Co.,$742 ,$742 ,10
612,Love,Sweat&Tears,Sweat & Tears,$512 ,$0 ,1
613,The Helsings,SelfDist…,Self Distributed,$478 ,$0 ,1
614,2:22,Magnolia…,Magnolia Pictures,$422 ,$294 ,3
615,(M)uchenik,Underthe…,Under the Milk Way,$138 ,$0 ,1
